lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,IMD_Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop
E01003531,Newham 010C,Newham 010C,223966.123334000003524,2267.561836387151288,"8410","3",Newham 010C,E09000025,Newham,29.192000000000000,"8410","3",0.183000000000000,"7802","3",0.086000000000000,"15096","5",14.231999999999999,"17961","6",-0.307000000000000,"20759","7",0.808000000000000,"5326","2",49.383000000000003,"408","1",32.976999999999997,"7214","3",0.180000000000000,"11509","4",0.404000000000000,"1795","1",-0.805000000000000,"27675","9",0.347000000000000,"10999","4",-1.534000000000000,"32178","10",6.897000000000000,"34","1",0.101000000000000,"14882","5",1.479000000000000,"1700","1","2166","471","1421","274",1420.250000000000000
E01003532,Newham 010D,Newham 010D,111116.238102999996045,1631.117101087348374,"10613","4",Newham 010D,E09000025,Newham,25.259000000000000,"10613","4",0.152000000000000,"10320","4",0.069000000000000,"18965","6",11.321000000000000,"20596","7",-0.555000000000000,"24131","8",0.546000000000000,"8449","3",46.079999999999998,"876","1",42.094000000000001,"3635","2",0.136000000000000,"15390","5",0.387000000000000,"2160","1",-0.599000000000000,"25230","8",0.303000000000000,"15693","5",-1.537000000000000,"32189","10",6.336000000000000,"188","1",0.571000000000000,"8309","3",1.518000000000000,"1561","1","2084","439","1379","266",1369.750000000000000
E01003533,Newham 011A,Newham 011A,113065.431547500003944,1877.001088299599360,"9258","3",Newham 011A,E09000025,Newham,27.567000000000000,"9258","3",0.158000000000000,"9813","3",0.089000000000000,"14503","5",16.616000000000000,"16104","5",-0.221000000000000,"19454","6",0.354000000000000,"11103","4",47.505000000000003,"628","1",38.197000000000003,"4922","2",0.160000000000000,"13114","4",0.335000000000000,"3462","2",-0.461000000000000,"23362","8",0.352000000000000,"10543","4",-1.092000000000000,"30436","10",6.456000000000000,"147","1",0.570000000000000,"8322","3",1.214000000000000,"2870","1","2180","534","1348","298",1325.500000000000000
E01003626,Newham 015B,Newham 015B,101648.596085500001209,1568.721470197994904,"11413","4",Newham 015B,E09000025,Newham,23.920999999999999,"11413","4",0.111000000000000,"14855","5",0.072000000000000,"18345","6",10.116000000000000,"21708","7",0.005000000000000,"15934","5",0.111000000000000,"14963","5",50.494000000000000,"265","1",35.720999999999997,"5933","2",0.121000000000000,"16897","6",0.244000000000000,"7239","3",-0.646000000000000,"25861","8",0.290000000000000,"17045","6",-0.375000000000000,"22121","7",6.369000000000000,"179","1",0.526000000000000,"8842","3",1.075000000000000,"3631","2","1575","373","1020","182",1020.750000000000000
E01003627,Newham 015C,Newham 015C,76799.664716500003124,1594.560520294492562,"8805","3",Newham 015C,E09000025,Newham,28.430000000000000,"8805","3",0.193000000000000,"7119","3",0.087000000000000,"14862","5",18.591000000000001,"14705","5",0.161000000000000,"13600","5",0.110000000000000,"14980","5",46.656999999999996,"785","1",30.995999999999999,"8254","3",0.166000000000000,"12667","4",0.473000000000000,"853","1",-0.345000000000000,"21641","7",0.364000000000000,"9532","3",-1.311000000000000,"31523","10",6.381000000000000,"170","1",0.299000000000000,"11885","4",1.045000000000000,"3833","2","1555","329","1045","181",1031.000000000000000
E01003629,Newham 015E,Newham 015E,64172.336671500001103,1107.978794198324977,"9618","3",Newham 015E,E09000025,Newham,26.957000000000001,"9618","3",0.163000000000000,"9361","3",0.069000000000000,"18936","6",17.231999999999999,"15644","5",-0.375000000000000,"21801","7",-0.109000000000000,"18265","6",49.609000000000002,"377","1",46.276000000000003,"2604","1",0.144000000000000,"14634","5",0.456000000000000,"1019","1",-0.264000000000000,"20426","7",0.343000000000000,"11435","4",-1.802000000000000,"32613","10",6.962000000000000,"19","1",0.953000000000000,"4226","2",1.075000000000000,"3635","2","1602","448","979","175",971.250000000000000
E01003621,Newham 023C,Newham 023C,66312.633589000004577,1141.140341372252578,"12000","4",Newham 023C,E09000025,Newham,23.076000000000001,"12000","4",0.147000000000000,"10721","4",0.064000000000000,"20516","7",21.995999999999999,"12543","4",-0.243000000000000,"19758","7",-0.161000000000000,"19047","6",46.878999999999998,"732","1",25.728000000000002,"11334","4",0.156000000000000,"13516","5",0.332000000000000,"3537","2",-0.090000000000000,"17569","6",0.375000000000000,"8655","3",-1.321000000000000,"31552","10",6.427000000000000,"158","1",-0.364000000000000,"22062","7",1.374000000000000,"2111","1","1696","474","1069","153",1041.500000000000000
E01003628,Newham 015D,Newham 015D,93051.987142999991192,1886.434227453376252,"13234","5",Newham 015D,E09000025,Newham,21.405000000000001,"13234","5",0.125000000000000,"13158","5",0.060000000000000,"21567","7",11.355000000000000,"20556","7",-0.332000000000000,"21156","7",0.231000000000000,"13022","4",47.209000000000003,"676","1",29.173999999999999,"9288","3",0.122000000000000,"16793","6",0.270000000000000,"5928","2",-0.980000000000000,"29239","9",0.323000000000000,"13473","5",-1.083000000000000,"30385","10",6.418000000000000,"163","1",-0.035000000000000,"17010","6",1.338000000000000,"2266","1","1749","411","1142","196",1125.000000000000000
E01003622,Newham 023D,Newham 023D,245909.870965000009164,3952.756068458832033,"6357","2",Newham 023D,E09000025,Newham,33.738999999999997,"6357","2",0.178000000000000,"8216","3",0.115000000000000,"10265","4",23.274999999999999,"11741","4",0.022000000000000,"15669","5",0.901000000000000,"4382","2",50.616999999999997,"254","1",32.418999999999997,"7508","3",0.149000000000000,"14116","5",0.446000000000000,"1142","1",0.035000000000000,"15479","5",0.373000000000000,"8767","3",-0.756000000000000,"27477","9",6.772000000000000,"57","1",-0.414000000000000,"22737","7",1.904000000000000,"571","1","1769","503","1109","157",1079.250000000000000
E01003624,Newham 024E,Newham 024E,143317.382556500000646,2311.067652308966444,"7229","3",Newham 024E,E09000025,Newham,31.648000000000000,"7229","3",0.195000000000000,"6936","3",0.119000000000000,"9766","3",23.375000000000000,"11690","4",0.106000000000000,"14420","5",0.413000000000000,"10250","4",47.341999999999999,"651","1",26.582000000000001,"10821","4",0.208000000000000,"9536","3",0.297000000000000,"4811","2",0.228000000000000,"12478","4",0.349000000000000,"10807","4",-0.976000000000000,"29626","10",6.380000000000000,"171","1",-0.354000000000000,"21911","7",1.426000000000000,"1874","1","1727","476","1051","200",1042.000000000000000
E01003535,Newham 023A,Newham 023A,496203.721057999995537,3923.358477623652561,"3580","2",Newham 023A,E09000025,Newham,42.560000000000002,"3580","2",0.259000000000000,"3655","2",0.171000000000000,"4911","2",32.201000000000001,"7740","3",0.453000000000000,"9674","3",0.473000000000000,"9436","3",53.110999999999997,"105","1",29.988000000000000,"8820","3",0.261000000000000,"6293","2",0.455000000000000,"1037","1",-0.201000000000000,"19422","6",0.475000000000000,"2962","1",-0.263000000000000,"20289","7",6.619000000000000,"98","1",-0.729000000000000,"26622","9",1.898000000000000,"578","1","1807","439","1166","202",1123.250000000000000
E01003623,Newham 023E,Newham 023E,275595.504308499977924,2484.139377501719991,"7356","3",Newham 023E,E09000025,Newham,31.385000000000002,"7356","3",0.179000000000000,"8078","3",0.117000000000000,"9989","4",25.280000000000001,"10683","4",0.114000000000000,"14299","5",0.412000000000000,"10267","4",48.628000000000000,"493","1",26.277999999999999,"11003","4",0.181000000000000,"11490","4",0.378000000000000,"2352","1",-0.101000000000000,"17762","6",0.407000000000000,"6326","2",-0.951000000000000,"29430","9",6.562000000000000,"111","1",-0.380000000000000,"22279","7",1.421000000000000,"1890","1","1891","548","1171","172",1116.000000000000000
E01003528,Newham 005A,Newham 005A,85361.878100999994786,1904.969352430906611,"7853","3",Newham 005A,E09000025,Newham,30.372000000000000,"7853","3",0.212000000000000,"5983","2",0.115000000000000,"10283","4",19.974000000000000,"13776","5",-0.293000000000000,"20546","7",-0.142000000000000,"18759","6",55.136000000000003,"63","1",21.134000000000000,"14457","5",0.226000000000000,"8331","3",0.480000000000000,"793","1",-0.463000000000000,"23383","8",0.386000000000000,"7757","3",-0.129000000000000,"17955","6",6.729000000000000,"69","1",-0.552000000000000,"24551","8",1.131000000000000,"3320","2","1481","449","858","174",844.250000000000000
E01003529,Newham 010A,Newham 010A,117271.305100500016124,1965.179546900643118,"11784","4",Newham 010A,E09000025,Newham,23.370000000000001,"11784","4",0.149000000000000,"10573","4",0.067000000000000,"19467","6",14.846000000000000,"17463","6",-0.669000000000000,"25575","8",-0.149000000000000,"18878","6",50.353999999999999,"280","1",31.170000000000002,"8168","3",0.145000000000000,"14532","5",0.409000000000000,"1688","1",-0.968000000000000,"29127","9",0.360000000000000,"9872","4",-0.797000000000000,"27946","9",6.758000000000000,"60","1",0.186000000000000,"13522","5",1.222000000000000,"2817","1","2461","486","1666","309",1682.000000000000000
E01003530,Newham 010B,Newham 010B,119055.513158000001567,1543.750796284755097,"12818","4",Newham 010B,E09000025,Newham,21.945000000000000,"12818","4",0.142000000000000,"11285","4",0.070000000000000,"18667","6",13.855000000000000,"18288","6",-0.558000000000000,"24153","8",-0.099000000000000,"18119","6",48.698000000000000,"483","1",23.696000000000002,"12637","4",0.155000000000000,"13634","5",0.391000000000000,"2070","1",-0.788000000000000,"27497","9",0.343000000000000,"11455","4",-0.761000000000000,"27540","9",6.472000000000000,"144","1",-0.372000000000000,"22167","7",1.217000000000000,"2851","1","1842","394","1236","212",1226.750000000000000
E01003534,Newham 010E,Newham 010E,137843.376497999997810,1758.247803111237999,"10661","4",Newham 010E,E09000025,Newham,25.169000000000000,"10661","4",0.146000000000000,"10825","4",0.076000000000000,"17239","6",19.488000000000000,"14091","5",-0.558000000000000,"24160","8",-0.078000000000000,"17808","6",49.545999999999999,"383","1",35.744999999999997,"5922","2",0.152000000000000,"13891","5",0.284000000000000,"5307","2",-0.384000000000000,"22230","7",0.376000000000000,"8545","3",-1.176000000000000,"30909","10",6.828000000000000,"46","1",0.396000000000000,"10592","4",1.299000000000000,"2435","1","2412","580","1573","259",1562.750000000000000
E01003575,Newham 005B,Newham 005B,146550.922916999988956,2240.054866547854090,"8100","3",Newham 005B,E09000025,Newham,29.832999999999998,"8100","3",0.195000000000000,"6952","3",0.113000000000000,"10617","4",26.712000000000000,"9966","4",-0.430000000000000,"22512","7",0.299000000000000,"11936","4",47.076999999999998,"696","1",25.562000000000001,"11436","4",0.178000000000000,"11652","4",0.369000000000000,"2578","1",-0.117000000000000,"18016","6",0.422000000000000,"5453","2",-1.133000000000000,"30689","10",6.414000000000000,"164","1",-0.010000000000000,"16628","6",1.005000000000000,"4084","2","1759","538","1039","182",1018.750000000000000
E01003580,Newham 005D,Newham 005D,225498.160039000009419,1982.853639170699580,"6741","3",Newham 005D,E09000025,Newham,32.832000000000001,"6741","3",0.196000000000000,"6907","3",0.115000000000000,"10353","4",25.658000000000001,"10484","4",-0.191000000000000,"19010","6",0.288000000000000,"12131","4",50.276000000000003,"289","1",37.197000000000003,"5314","2",0.223000000000000,"8522","3",0.290000000000000,"5082","2",-0.195000000000000,"19320","6",0.419000000000000,"5592","2",-0.590000000000000,"25395","8",6.556000000000000,"112","1",0.382000000000000,"10782","4",1.429000000000000,"1861","1","2003","594","1221","188",1196.500000000000000
E01003625,Newham 015A,Newham 015A,316455.879011999990325,3524.089234521664821,"8697","3",Newham 015A,E09000025,Newham,28.623000000000001,"8697","3",0.140000000000000,"11454","4",0.082000000000000,"15927","5",17.968000000000000,"15152","5",-0.289000000000000,"20492","7",0.480000000000000,"9343","3",56.762000000000000,"35","1",39.197000000000003,"4547","2",0.140000000000000,"14926","5",0.358000000000000,"2844","1",-0.369000000000000,"21971","7",0.359000000000000,"9932","4",0.045000000000000,"14885","5",6.645000000000000,"90","1",0.250000000000000,"12590","4",1.756000000000000,"879","1","1787","473","1162","152",1155.750000000000000
E01003588,Newham 011D,Newham 011D,74302.776511000003666,1721.567492945341655,"8411","3",Newham 011D,E09000025,Newham,29.189000000000000,"8411","3",0.183000000000000,"7842","3",0.094000000000000,"13610","5",19.015999999999998,"14388","5",0.017000000000000,"15745","5",-0.013000000000000,"16889","6",51.460000000000001,"178","1",30.488000000000000,"8523","3",0.179000000000000,"11567","4",0.440000000000000,"1220","1",-0.398000000000000,"22458","7",0.373000000000000,"8828","3",-0.638000000000000,"26048","8",6.827000000000000,"47","1",0.047000000000000,"15704","5",1.348000000000000,"2224","1","1851","479","1190","182",1165.000000000000000
E01003589,Newham 011E,Newham 011E,135300.213146499998402,1578.976563581614528,"9696","3",Newham 011E,E09000025,Newham,26.805000000000000,"9696","3",0.165000000000000,"9187","3",0.074000000000000,"17714","6",19.661999999999999,"13973","5",-0.074000000000000,"17164","6",0.228000000000000,"13078","4",50.360999999999997,"279","1",28.085000000000001,"9903","4",0.180000000000000,"11501","4",0.440000000000000,"1225","1",-0.294000000000000,"20874","7",0.371000000000000,"8973","3",-0.612000000000000,"25687","8",6.597000000000000,"102","1",-0.001000000000000,"16481","6",1.213000000000000,"2875","1","1965","504","1288","173",1274.500000000000000
E01003579,Newham 004A,Newham 004A,97402.330610000004526,1870.033153375693473,"8778","3",Newham 004A,E09000025,Newham,28.483000000000001,"8778","3",0.150000000000000,"10513","4",0.092000000000000,"13998","5",29.379000000000001,"8833","3",-0.106000000000000,"17660","6",0.073000000000000,"15529","5",46.942999999999998,"723","1",37.293999999999997,"5267","2",0.120000000000000,"17021","6",0.393000000000000,"2024","1",-0.005000000000000,"16178","5",0.435000000000000,"4752","2",-1.343000000000000,"31650","10",6.439000000000000,"153","1",0.582000000000000,"8153","3",1.111000000000000,"3430","2","2049","534","1317","198",1281.250000000000000
E01003585,Newham 004B,Newham 004B,73405.985155500005931,1511.690062467119333,"9049","3",Newham 004B,E09000025,Newham,27.968000000000000,"9049","3",0.156000000000000,"9991","4",0.078000000000000,"16672","6",25.001000000000001,"10826","4",-0.047000000000000,"16734","6",0.236000000000000,"12929","4",51.320999999999998,"189","1",29.036999999999999,"9360","3",0.130000000000000,"16076","5",0.412000000000000,"1647","1",-0.386000000000000,"22260","7",0.428000000000000,"5120","2",-0.410000000000000,"22682","7",6.529000000000000,"123","1",0.065000000000000,"15446","5",1.212000000000000,"2882","1","1733","455","1073","205",1061.750000000000000
E01003587,Newham 004C,Newham 004C,161431.039984000002733,3218.174525815004472,"9006","3",Newham 004C,E09000025,Newham,28.047999999999998,"9006","3",0.192000000000000,"7185","3",0.095000000000000,"13459","5",15.868000000000000,"16689","6",-0.308000000000000,"20770","7",0.383000000000000,"10694","4",49.972000000000001,"327","1",23.643999999999998,"12674","4",0.187000000000000,"10999","4",0.553000000000000,"344","1",-0.186000000000000,"19172","6",0.320000000000000,"13783","5",-1.310000000000000,"31516","10",6.961000000000000,"20","1",-0.639000000000000,"25635","8",1.386000000000000,"2053","1","2604","695","1677","232",1634.750000000000000
E01000008,Barking and Dagenham 015B,Barking and Dagenham 015B,193425.098878999997396,3908.366576023264315,"5010","2",Barking and Dagenham 015B,E09000002,Barking and Dagenham,37.595999999999997,"5010","2",0.265000000000000,"3382","2",0.151000000000000,"6431","2",25.506000000000000,"10569","4",0.250000000000000,"12334","4",0.353000000000000,"11113","4",45.412999999999997,"981","1",30.233000000000001,"8672","3",0.298000000000000,"4452","2",0.468000000000000,"893","1",0.129000000000000,"14007","5",0.384000000000000,"7918","3",-0.498000000000000,"24033","8",5.736000000000000,"443","1",-0.587000000000000,"25009","8",1.840000000000000,"674","1","1566","534","961","71",939.500000000000000
E01003732,Redbridge 032D,Redbridge 032D,119800.345660999984830,3472.721284630651553,"6300","2",Redbridge 032D,E09000026,Redbridge,33.926000000000002,"6300","2",0.257000000000000,"3708","2",0.123000000000000,"9266","3",20.730000000000000,"13314","5",0.636000000000000,"7540","3",0.134000000000000,"14579","5",43.539000000000001,"1312","1",19.574999999999999,"15621","5",0.297000000000000,"4533","2",0.369000000000000,"2577","1",-0.047000000000000,"16843","6",0.357000000000000,"10139","4",-0.092000000000000,"17266","6",4.996000000000000,"990","1",-0.792000000000000,"27268","9",1.133000000000000,"3308","2","1829","657","987","185",958.500000000000000
E01003563,Newham 011C,Newham 011C,89620.051094499998726,1308.890038726014382,"9532","3",Newham 011C,E09000025,Newham,27.103999999999999,"9532","3",0.165000000000000,"9162","3",0.082000000000000,"15834","5",25.579000000000001,"10530","4",-0.538000000000000,"23899","8",-0.002000000000000,"16712","6",50.030999999999999,"314","1",31.879999999999999,"7786","3",0.176000000000000,"11821","4",0.288000000000000,"5141","2",-0.279000000000000,"20661","7",0.425000000000000,"5248","2",-1.001000000000000,"29805","10",6.834000000000000,"43","1",0.233000000000000,"12826","4",1.218000000000000,"2849","1","2162","511","1420","231",1411.250000000000000
E01003583,Newham 002D,Newham 002D,99041.152981000006548,1744.077290368817330,"8779","3",Newham 002D,E09000025,Newham,28.481999999999999,"8779","3",0.171000000000000,"8742","3",0.089000000000000,"14513","5",21.117999999999999,"13067","4",0.023000000000000,"15653","5",-0.003000000000000,"16721","6",47.802999999999997,"591","1",37.064000000000000,"5363","2",0.163000000000000,"12855","4",0.371000000000000,"2544","1",-0.380000000000000,"22166","7",0.391000000000000,"7381","3",-1.242000000000000,"31240","10",6.542000000000000,"118","1",0.581000000000000,"8172","3",1.096000000000000,"3530","2","1978","511","1194","273",1185.500000000000000
E01003576,Newham 002A,Newham 002A,144526.986947500001406,2857.816551806996813,"4849","2",Newham 002A,E09000025,Newham,38.073999999999998,"4849","2",0.228000000000000,"5062","2",0.140000000000000,"7501","3",25.343000000000000,"10648","4",0.303000000000000,"11586","4",0.882000000000000,"4561","2",49.845999999999997,"340","1",29.190000000000001,"9277","3",0.209000000000000,"9467","3",0.469000000000000,"882","1",0.030000000000000,"15551","5",0.394000000000000,"7219","3",-0.909000000000000,"29048","9",6.748000000000000,"63","1",-0.287000000000000,"20934","7",1.584000000000000,"1363","1","2065","584","1241","240",1207.750000000000000
E01003578,Newham 003A,Newham 003A,827267.192640500026755,4725.610908619842121,"10059","4",Newham 003A,E09000025,Newham,26.187999999999999,"10059","4",0.130000000000000,"12550","4",0.057000000000000,"22295","7",24.141999999999999,"11271","4",-0.228000000000000,"19540","6",0.497000000000000,"9118","3",49.475000000000001,"396","1",38.350000000000001,"4860","2",0.153000000000000,"13823","5",0.300000000000000,"4710","2",-0.051000000000000,"16917","6",0.391000000000000,"7392","3",-1.624000000000000,"32343","10",6.910000000000000,"28","1",0.437000000000000,"10025","4",1.436000000000000,"1837","1","2209","655","1426","128",1409.250000000000000
E01003581,Newham 002B,Newham 002B,102825.689519999985350,1504.300759234916768,"9714","3",Newham 002B,E09000025,Newham,26.783000000000001,"9714","3",0.147000000000000,"10807","4",0.080000000000000,"16445","6",24.742000000000001,"10972","4",-0.445000000000000,"22713","7",0.222000000000000,"13158","5",49.811000000000000,"346","1",33.625000000000000,"6883","3",0.149000000000000,"14118","5",0.348000000000000,"3085","1",-0.424000000000000,"22801","7",0.428000000000000,"5114","2",-0.857000000000000,"28549","9",6.707000000000000,"73","1",-0.003000000000000,"16506","6",1.644000000000000,"1170","1","1958","483","1301","174",1264.000000000000000
E01003582,Newham 002C,Newham 002C,84365.677064999996219,1497.882788608409328,"7600","3",Newham 002C,E09000025,Newham,30.905000000000001,"7600","3",0.197000000000000,"6823","3",0.112000000000000,"10721","4",26.742000000000001,"9944","4",-0.198000000000000,"19104","6",0.198000000000000,"13537","5",47.792999999999999,"594","1",30.321999999999999,"8618","3",0.196000000000000,"10298","4",0.323000000000000,"3842","2",0.118000000000000,"14192","5",0.398000000000000,"6972","3",-0.730000000000000,"27182","9",6.309000000000000,"199","1",-0.038000000000000,"17045","6",1.424000000000000,"1882","1","1745","501","1049","195",1029.500000000000000
E01003591,Newham 004D,Newham 004D,168234.938784500001930,2482.187042212999131,"6209","2",Newham 004D,E09000025,Newham,34.139000000000003,"6209","2",0.210000000000000,"6082","2",0.118000000000000,"9930","4",23.442000000000000,"11647","4",-0.066000000000000,"17017","6",0.256000000000000,"12623","4",51.662999999999997,"169","1",38.207999999999998,"4919","2",0.240000000000000,"7505","3",0.506000000000000,"604","1",0.005000000000000,"16015","5",0.378000000000000,"8339","3",-0.782000000000000,"27775","9",7.062000000000000,"10","1",0.244000000000000,"12688","4",1.691000000000000,"1037","1","2277","584","1503","190",1499.750000000000000
E01003560,Newham 011B,Newham 011B,78169.449285499998950,1192.095029749670857,"9022","3",Newham 011B,E09000025,Newham,28.024000000000001,"9022","3",0.177000000000000,"8277","3",0.102000000000000,"12167","4",21.030999999999999,"13118","4",-0.378000000000000,"21836","7",-0.085000000000000,"17916","6",49.728000000000002,"359","1",30.007999999999999,"8804","3",0.167000000000000,"12588","4",0.316000000000000,"4073","2",-0.284000000000000,"20731","7",0.383000000000000,"7974","3",-0.770000000000000,"27642","9",6.643000000000000,"93","1",0.031000000000000,"15969","5",1.327000000000000,"2305","1","1863","453","1188","222",1161.750000000000000
E01003561,Newham 007C,Newham 007C,79829.991667499984032,2132.019712074784820,"11544","4",Newham 007C,E09000025,Newham,23.742999999999999,"11544","4",0.141000000000000,"11323","4",0.069000000000000,"18944","6",17.588999999999999,"15404","5",-0.540000000000000,"23929","8",0.230000000000000,"13034","4",49.249000000000002,"420","1",28.090000000000000,"9901","4",0.160000000000000,"13166","5",0.360000000000000,"2801","1",-0.381000000000000,"22172","7",0.356000000000000,"10184","4",-1.383000000000000,"31797","10",6.833000000000000,"45","1",-0.237000000000000,"20198","7",1.448000000000000,"1790","1","1953","430","1333","190",1296.250000000000000
E01003584,Newham 003B,Newham 003B,326860.015254000027198,3782.951102788361823,"8266","3",Newham 003B,E09000025,Newham,29.489999999999998,"8266","3",0.181000000000000,"7984","3",0.115000000000000,"10339","4",12.468000000000000,"19525","6",-0.050000000000000,"16778","6",0.701000000000000,"6502","2",46.048000000000002,"884","1",29.164999999999999,"9292","3",0.204000000000000,"9817","3",0.333000000000000,"3514","2",-0.541000000000000,"24488","8",0.312000000000000,"14598","5",-0.602000000000000,"25547","8",5.926000000000000,"348","1",0.106000000000000,"14814","5",1.168000000000000,"3103","1","2026","447","1279","300",1260.250000000000000
E01003586,Newham 003C,Newham 003C,150996.274118500004988,2012.518682006667632,"8043","3",Newham 003C,E09000025,Newham,29.949999999999999,"8043","3",0.173000000000000,"8542","3",0.092000000000000,"13997","5",20.026000000000000,"13749","5",0.093000000000000,"14619","5",0.441000000000000,"9903","4",48.323999999999998,"533","1",36.420999999999999,"5614","2",0.214000000000000,"9166","3",0.362000000000000,"2726","1",-0.811000000000000,"27736","9",0.405000000000000,"6461","2",-1.663000000000000,"32417","10",6.690000000000000,"75","1",0.407000000000000,"10430","4",1.337000000000000,"2272","1","1968","402","1361","205",1338.500000000000000
E01003590,Newham 003D,Newham 003D,259007.476779499964323,3811.824224317063454,"4780","2",Newham 003D,E09000025,Newham,38.340000000000003,"4780","2",0.226000000000000,"5199","2",0.141000000000000,"7367","3",17.846000000000000,"15242","5",0.569000000000000,"8297","3",0.907000000000000,"4329","2",52.119000000000000,"141","1",26.257000000000001,"11015","4",0.235000000000000,"7780","3",0.443000000000000,"1181","1",-0.276000000000000,"20608","7",0.350000000000000,"10721","4",-0.284000000000000,"20638","7",6.488000000000000,"136","1",-0.362000000000000,"22027","7",1.408000000000000,"1949","1","1566","342","960","264",967.250000000000000
E01003551,Newham 009A,Newham 009A,94997.702145000002929,1579.695391073662449,"5894","2",Newham 009A,E09000025,Newham,34.982999999999997,"5894","2",0.173000000000000,"8576","3",0.118000000000000,"9979","4",10.929000000000000,"20965","7",0.881000000000000,"5214","2",0.688000000000000,"6637","3",52.533999999999999,"126","1",33.738000000000000,"6832","3",0.232000000000000,"7941","3",0.354000000000000,"2925","1",-0.535000000000000,"24415","8",0.293000000000000,"16799","6",-0.392000000000000,"22393","7",6.698000000000000,"74","1",0.325000000000000,"11547","4",1.243000000000000,"2722","1","1915","372","1361","182",1345.250000000000000
E01003552,Newham 016A,Newham 016A,108060.177269000007072,1785.022292912268540,"8113","3",Newham 016A,E09000025,Newham,29.808000000000000,"8113","3",0.175000000000000,"8444","3",0.112000000000000,"10770","4",16.286999999999999,"16340","5",-0.134000000000000,"18130","6",0.301000000000000,"11917","4",47.853000000000002,"585","1",37.465000000000003,"5187","2",0.156000000000000,"13533","5",0.466000000000000,"912","1",-0.066000000000000,"17186","6",0.311000000000000,"14820","5",-1.099000000000000,"30481","10",6.515000000000000,"129","1",0.508000000000000,"9075","3",1.259000000000000,"2648","1","1736","404","1148","184",1128.500000000000000
E01003553,Newham 009B,Newham 009B,103837.384103999997023,1702.722450421291114,"5596","2",Newham 009B,E09000025,Newham,35.838000000000001,"5596","2",0.231000000000000,"4955","2",0.131000000000000,"8366","3",12.390000000000001,"19584","6",0.498000000000000,"9121","3",0.772000000000000,"5713","2",46.691000000000003,"776","1",34.468000000000004,"6483","2",0.289000000000000,"4894","2",0.405000000000000,"1774","1",-0.636000000000000,"25742","8",0.318000000000000,"13975","5",-0.698000000000000,"26797","9",6.107000000000000,"272","1",0.248000000000000,"12617","4",1.401000000000000,"1985","1","1901","425","1309","167",1284.750000000000000
E01003554,Newham 009C,Newham 009C,99666.571800999998231,1791.701130109078349,"12839","4",Newham 009C,E09000025,Newham,21.902000000000001,"12839","4",0.108000000000000,"15162","5",0.064000000000000,"20432","7",10.738000000000000,"21142","7",-0.083000000000000,"17304","6",0.528000000000000,"8696","3",44.966000000000001,"1063","1",30.873000000000001,"8329","3",0.127000000000000,"16280","5",0.285000000000000,"5285","2",-0.342000000000000,"21596","7",0.271000000000000,"19330","6",-1.398000000000000,"31846","10",6.145000000000000,"258","1",-0.089000000000000,"17856","6",1.526000000000000,"1535","1","1933","283","1395","255",1412.750000000000000
E01003557,Newham 006D,Newham 006D,177020.043608999985736,2740.172924541840075,"5271","2",Newham 006D,E09000025,Newham,36.796999999999997,"5271","2",0.203000000000000,"6454","2",0.124000000000000,"9217","3",11.364000000000001,"20550","7",0.313000000000000,"11448","4",1.101000000000000,"2792","1",51.225999999999999,"198","1",39.491999999999997,"4428","2",0.225000000000000,"8429","3",0.399000000000000,"1881","1",-0.782000000000000,"27438","9",0.315000000000000,"14360","5",-0.925000000000000,"29204","9",7.241000000000000,"5","1",0.573000000000000,"8266","3",1.311000000000000,"2393","1","2086","394","1510","182",1499.750000000000000
E01003558,Newham 008B,Newham 008B,149691.548531500011450,2034.593501415957235,"4804","2",Newham 008B,E09000025,Newham,38.255000000000003,"4804","2",0.217000000000000,"5724","2",0.114000000000000,"10470","4",24.024000000000001,"11330","4",0.228000000000000,"12675","4",1.285000000000000,"1815","1",50.404000000000003,"276","1",36.212000000000003,"5722","2",0.255000000000000,"6643","3",0.530000000000000,"466","1",-0.032000000000000,"16628","6",0.388000000000000,"7607","3",-1.216000000000000,"31110","10",7.076000000000000,"9","1",0.083000000000000,"15158","5",1.738000000000000,"918","1","1617","348","1128","141",1118.000000000000000
