FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,Shape_Leng,Shape__Are,Shape__Len,5min Bus Accessibility_LONG,Coverage_p,HubDist,Distance,NormDist,Accessibility Index,No Car or vans in household(%),IMD_Rank,IMD_Decile,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,IMD_Shape__Area,IMD_Shape__Length
3406,E01003569,Newham 017B,,541044,183980,51.5371,0.032283,d044b13d-20e7-4586-95fa-ed7dd5f08fab,1642.686384,104757.9704,1642.686384,0.032283,90,56.16907518,0.07,0.93,45.465,47.2,9189,3,27.715,9189,3,0.162,9472,3,0.076,17127,6,15.008,17353,6,-0.316,20902,7,0.846,4922,2,269346.6311,2506.515855
3410,E01003573,Newham 017C,,540979,184338,51.5403,0.03149,0c4f5589-0b37-49a0-8ec9-5b5d958ce6f9,1929.547386,99558.64574,1929.547386,0.03149,51,140.8247205,0.2,0.8,25.9,47.2,9549,3,27.069,9549,3,0.147,10781,4,0.082,15870,5,20.11,13705,5,0.207,12969,4,-0.012,16873,6,254366.1569,2971.068407
3411,E01003574,Newham 017D,,540584,184186,51.5391,0.025737,af0b43c0-cbbf-4baa-b7f0-df976c46a9e9,2635.604574,189281.5593,2635.604574,0.025737,72,190.9000663,0.29,0.71,36.355,47.2,8339,3,29.332,8339,3,0.184,7772,3,0.093,13821,5,17.462,15496,5,-0.088,17373,6,0.142,14444,5,492461.7836,4091.498945
3357,E01003520,Newham 018A,,542150,184069,51.5376,0.048255,34619c5f-2560-4577-a9a9-08d8c8b1e6fe,2441.052702,130230.6204,2441.052702,0.048255,56,104.7300347,0.15,0.85,28.425,51,9784,3,26.667,9784,3,0.147,10740,4,0.068,19217,6,15.055,17314,6,-0.562,24204,8,1.075,2963,1,342883.4523,3775.990014
3358,E01003521,Newham 018B,,542572,183804,51.5351,0.054228,3dc86957-72a5-4ad6-9357-fd58fcf6dfa1,2207.138077,136301.0823,2207.138077,0.054228,86,74.82980804,0.1,0.9,43.45,51,8772,3,28.488,8772,3,0.1,16257,5,0.051,24531,8,13.164,18898,6,-0.505,23476,8,1.053,3128,1,347668.7501,3317.650751
3359,E01003522,Newham 018C,,542194,183847,51.5356,0.048799,a49ea6bd-bd30-4b61-a1ae-4f787fa044db,1321.228795,78206.31834,1321.228795,0.048799,27,207.1732284,0.31,0.69,13.845,51,7371,3,31.365,7371,3,0.183,7793,3,0.083,15692,5,17.49,15473,5,0.021,15681,5,0.387,10646,4,199152.6852,1956.906989
3362,E01003525,Newham 018D,,542343,183605,51.5334,0.050849,55da863c-be9c-4540-9269-e061c13be263,2312.062608,129160.3486,2312.062608,0.050849,86,22.47159208,0.01,0.99,43.495,51,7708,3,30.664,7708,3,0.149,10617,4,0.061,21237,7,17.133,15716,5,-0.815,27165,9,1.282,1828,1,333719.9286,3534.831883
3363,E01003526,Newham 018E,,542440,183342,51.531,0.05214,bab6e75f-95c2-4746-89da-54a6d70f9aca,2091.463336,107078.6944,2091.463336,0.05214,61,169.8706087,0.25,0.75,30.875,51,7996,3,30.073,7996,3,0.168,8969,3,0.094,13650,5,17.289,15608,5,0.073,14905,5,0.329,11503,4,276778.9557,3162.900023
3329,E01003488,Newham 019A,,541709,183657,51.534,0.041735,38b0cecb-efc9-40e6-a2fe-596ae596f7b8,2231.035641,130102.7559,2231.035641,0.041735,30,346.1918448,0.54,0.46,15.23,52,4059,2,40.69,4059,2,0.268,3282,1,0.177,4510,2,24.699,10990,4,0.347,11012,4,0.646,7121,3,331116.2667,3448.247967
3330,E01003489,Newham 019B,,541447,183584,51.5335,0.037931,2d5fdbe5-3180-4339-b378-1d149c0cc330,1671.189108,122658.6131,1671.189108,0.037931,61,137.0988116,0.2,0.8,30.9,52,6119,2,34.363,6119,2,0.236,4705,2,0.118,9926,4,21.799,12670,4,0.009,15872,5,0.577,8032,3,315435.0971,2602.807018
3331,E01003490,Newham 019C,,541886,183488,51.5325,0.044217,233c0330-5f24-43aa-b485-02583ca87179,2092.72715,100644.3679,2092.72715,0.044217,12,365.1892649,0.57,0.43,6.215,52,7543,3,31.017,7543,3,0.212,5991,2,0.093,13702,5,23.332,11710,4,-0.068,17065,6,0.29,12079,4,260252.9365,3187.555291
3361,E01003524,Newham 019D,,542046,183617,51.5336,0.046574,93b53e4c-8af2-455e-b638-8902b8d55002,1728.325196,88078.38318,1728.325196,0.046574,45,164.2365294,0.24,0.76,22.88,52,8734,3,28.552,8734,3,0.147,10805,4,0.087,14783,5,22.598,12181,4,-0.655,25405,8,0.094,15222,5,228354.8043,2597.368857
3460,E01003631,Newham 020A,,539338,183215,51.5307,0.0074,00a58efb-bc56-4593-a890-142a3fa97be0,2302.268563,165621.4174,2302.268563,0.0074,60,25.53596677,0.02,0.98,30.49,53,9440,3,27.243,9440,3,0.176,8342,3,0.088,14597,5,16.727,16021,5,-0.198,19105,6,0.266,12454,4,422637.8039,3550.094828
3461,E01003632,Newham 020B,,539688,183337,51.5317,0.01249,12162e5c-a629-4d93-b5d6-efc8676357e3,1965.293203,136922.8911,1965.293203,0.01249,42,218.4453401,0.33,0.67,21.335,53,13571,5,20.975,13571,5,0.121,13616,5,0.07,18661,6,14.515,17751,6,-0.477,23099,8,-0.061,17568,6,355376.8661,3019.541686
3462,E01003633,Newham 020C,,539394,183577,51.5339,0.008349,8aa267dc-39e9-4566-af1a-905a2ef0133b,1826.383975,96301.01116,1826.383975,0.008349,89,20.80592461,0.01,0.99,44.995,53,4440,2,39.451,4440,2,0.249,4050,2,0.175,4614,2,22.676,12117,4,0.416,10119,4,0.518,8811,3,246858.4721,2751.661712
3463,E01003634,Newham 020D,,539072,183758,51.5356,0.003782,f0872b2e-ce5a-488e-a41f-9804497307b7,1745.833029,145213.7813,1745.833029,0.003782,27,211.3266674,0.32,0.68,13.84,53,7499,3,31.094,7499,3,0.184,7763,3,0.119,9840,3,21.625,12789,4,0.285,11823,4,0.037,16106,5,377305.2164,2643.677671
3465,E01003636,Newham 020E,,539385,184010,51.5378,0.008391,0a787fd3-c0e0-4e1a-b002-03ec4624658a,2611.089084,196109.3238,2611.089084,0.008391,67,61.89273093,0.07,0.93,33.965,53,6945,3,32.341,6945,3,0.213,5941,2,0.107,11427,4,16.989,15824,5,0.155,13661,5,1.02,3364,2,515017.5214,3847.227161
3435,E01003598,Newham 021A,,540249,183620,51.5341,0.020685,6564d00e-827c-486c-bdad-d489e53010e6,1698.957878,71890.86195,1698.957878,0.020685,70,142.2010099,0.21,0.79,35.395,52.7,7435,3,31.237,7435,3,0.234,4787,2,0.125,9111,3,18.333,14886,5,0.049,15257,5,-0.328,21439,7,186658.6101,2601.94141
3437,E01003600,Newham 021B,,540243,183339,51.5316,0.020487,c6df4924-9ae3-452f-b88b-b9b4eabadf98,2713.253928,110210.8899,2713.253928,0.020487,89,74.04925536,0.09,0.91,44.955,52.7,6130,2,34.336,6130,2,0.204,6404,2,0.131,8377,3,22.996,11903,4,0.214,12861,4,0.64,7198,3,295966.5243,3891.783578
3459,E01003630,Newham 021C,,539856,183533,51.5334,0.014988,0529503c-8000-40ce-8ae4-c8e14633e3a2,2504.621678,104332.3324,2504.621678,0.014988,90,54.42157677,0.06,0.94,45.47,52.7,8101,3,29.832,8101,3,0.208,6192,2,0.112,10763,4,16.998,15813,5,-0.069,17069,6,0.441,9898,4,271021.1519,3795.48291
3466,E01003637,Newham 021D,,539811,183780,51.5356,0.014438,78e82277-fe0e-4916-bd69-9af4cf79ced2,2113.94204,94156.0002,2113.94204,0.014438,51,186.8522732,0.28,0.72,25.86,52.7,12791,4,21.981,12791,4,0.11,14933,5,0.064,20469,7,9.125,22732,7,-0.065,17011,6,0.438,9933,4,240160.7442,3125.845108
3332,E01003491,Newham 022A,,541240,183621,51.5338,0.034964,01d15f4e-0143-4f90-b761-843ebff331f4,1871.747978,103578.4404,1871.747978,0.034964,76,92.29625739,0.12,0.88,38.44,52.7,8256,3,29.506,8256,3,0.186,7609,3,0.083,15663,5,14.984,17368,6,-0.43,22509,7,0.547,8439,3,265930.8052,2886.869727
3429,E01003592,Newham 022B,,540602,183403,51.532,0.025685,4a083700-9fb1-40dc-b866-1ad9a4a0cb9c,2228.972335,146191.5792,2228.972335,0.025685,20,274.8822562,0.42,0.58,10.29,52.7,6110,2,34.378,6110,2,0.2,6664,3,0.119,9858,4,15.428,17032,6,0.561,8376,3,0.609,7604,3,372669.0449,3208.184219
3436,E01003599,Newham 022C,,541005,183475,51.5326,0.031519,5c5f341c-ceaf-464e-bbe2-2e2b7405943a,2005.001422,133974.63,2005.001422,0.031519,2.4,376.6898228,0.59,0.41,1.405,52.7,7477,3,31.152,7477,3,0.201,6616,3,0.102,12226,4,21.49,12858,4,-0.18,18841,6,0.545,8474,3,345988.6235,3144.175302
32240,E01034201,Newham 022E,,541031,183220,51.5303,0.031792,e6142eb9-869e-4f60-abaf-6887b9ac602d,1835.185497,70129.08408,1835.185497,0.031792,37,158.6942425,0.23,0.77,18.885,52.7,8735,3,28.551,8735,3,,,,,,,,,,,,,,,,,
32241,E01034202,Newham 022F,,540995,182984,51.5282,0.031179,1c961eb6-db17-4c90-9ca5-940c8945c45f,2079.107544,94315.5807,2079.107544,0.031179,65,157.5173586,0.23,0.77,32.885,52.7,8735,3,28.551,8735,3,,,,,,,,,,,,,,,,,
3372,E01003535,Newham 023A,,543827,182989,51.5275,0.071978,4cb8d7e0-44eb-4724-9615-44170972adc0,4155.89502,517094.9905,4155.89502,0.071978,42,298.2995496,0.46,0.54,21.27,42.4,3580,2,42.56,3580,2,0.259,3655,2,0.171,4911,2,32.201,7740,3,0.453,9674,3,0.473,9436,3,1280378.31,6299.720594
3373,E01003536,Newham 023B,,543342,182687,51.5249,0.064868,2a65a0ad-78d4-489e-b80b-f0b3d265f164,2547.3534,174708.6465,2547.3534,0.064868,68,127.8575025,0.18,0.82,34.41,42.4,8245,3,29.531,8245,3,0.178,8193,3,0.099,12687,4,21.691,12748,4,-0.151,18419,6,0.525,8730,3,451610.5783,3899.936226
3450,E01003621,Newham 023C,,543045,183806,51.535,0.061044,ac6378cd-77ba-495f-b18c-9fd3562a7ba7,1224.947447,67052.44161,1224.947447,0.061044,46,204.6305873,0.31,0.69,23.345,42.4,12000,4,23.076,12000,4,0.147,10721,4,0.064,20516,7,21.996,12543,4,-0.243,19758,7,-0.161,19047,6,171166.3025,1832.876748
3451,E01003622,Newham 023D,,543459,183821,51.5351,0.067015,d9717c22-9f7a-45f9-b1e4-bb94a522c2c7,4186.930695,241545.4588,4186.930695,0.067015,58,77.51475996,0.1,0.9,29.45,42.4,6357,2,33.739,6357,2,0.178,8216,3,0.115,10265,4,23.275,11741,4,0.022,15669,5,0.901,4382,2,634756.2047,6349.231104
3452,E01003623,Newham 023E,,543560,183425,51.5315,0.068309,959281a1-c991-41fe-b28c-e9586d192838,2604.827915,272154.254,2604.827915,0.068309,38,263.4450369,0.41,0.59,19.295,42.4,7356,3,31.385,7356,3,0.179,8078,3,0.117,9989,4,25.28,10683,4,0.114,14299,5,0.412,10267,4,711272.6823,3989.866243
3360,E01003523,Newham 024A,,542718,183164,51.5294,0.056073,f392b6fe-68f4-492c-977f-459db106825e,2776.29239,205482.5934,2776.29239,0.056073,80,72.20739162,0.09,0.91,40.455,41.9,7292,3,31.507,7292,3,0.183,7801,3,0.108,11360,4,17.82,15259,5,0.12,14189,5,0.532,8650,3,532610.5563,4311.854813
3364,E01003527,Newham 024B,,542432,183056,51.5285,0.051909,56e06971-859b-4b47-a9ac-7c8ea616d8fe,1870.49485,164340.7824,1870.49485,0.051909,9.6,350.6202261,0.55,0.45,5.025,41.9,14394,5,19.947,14394,5,0.092,17572,6,0.063,20551,7,14.682,17602,6,-0.568,24294,8,0.211,13318,5,426319.3981,2947.237309
3374,E01003537,Newham 024C,,542461,182728,51.5255,0.052194,3fa0cc11-4414-4bb6-9b9f-46cf68ffe1fc,2650.136319,193919.2966,2650.136319,0.052194,27,354.9201434,0.56,0.44,13.72,41.9,10573,4,25.312,10573,4,0.144,11074,4,0.072,18170,6,15.711,16820,6,-0.01,16168,5,0.16,14165,5,500826.9173,4085.18628
3379,E01003542,Newham 024D,,542955,182907,51.527,0.059383,9dada3ff-cd1c-4a20-ad30-05bd18e6ec86,2538.004715,134232.7686,2538.004715,0.059383,79,122.7280733,0.17,0.83,39.915,41.9,6748,3,32.819,6748,3,0.21,6064,2,0.125,9129,3,21.596,12801,4,0.183,13300,5,0.367,10926,4,348499.0576,3748.187772
3453,E01003624,Newham 024E,,543079,183374,51.5312,0.061359,4bf9b1e8-a4e9-42eb-8f89-b8acbe5632c7,2388.956156,142823.1819,2388.956156,0.061359,50,166.754754,0.25,0.75,25.375,41.9,7229,3,31.648,7229,3,0.195,6936,3,0.119,9766,3,23.375,11690,4,0.106,14420,5,0.413,10250,4,369864.6268,3714.047706
3333,E01003492,Newham 025A,,541747,183067,51.5287,0.042045,be399d8c-645a-428d-a0f2-8c84df951e57,1961.6475,94042.06296,1961.6475,0.042045,93,46.90644593,0.05,0.95,46.975,41.9,10800,4,24.941,10800,4,0.114,14389,5,0.059,21656,7,21.226,13008,4,-0.144,18298,6,0.336,11389,4,250456.8112,3040.831996
3334,E01003494,Newham 025C,,541699,182800,51.5263,0.041247,dd991fa8-7dc4-4567-a6b9-a319c1bf60d1,2054.601271,105741.8984,2054.601271,0.041247,89,132.3330363,0.19,0.81,44.905,41.9,13284,5,21.333,13284,5,0.113,14602,5,0.056,22694,7,19.303,14190,5,-0.751,26481,9,0.105,15051,5,270096.8549,3149.981969
3335,E01003495,Newham 025D,,542018,182841,51.5266,0.045858,71d80515-2133-4190-8a81-378233102d50,1681.731202,118728.2427,1681.731202,0.045858,24,202.6994086,0.31,0.69,12.345,41.9,16134,5,17.983,16134,5,0.103,15850,5,0.056,22569,7,12.793,19222,6,-0.603,24750,8,-0.269,20606,7,305244.1033,2582.581219
32242,E01034203,Newham 025E,,541612,183341,51.5312,0.040211,aa503ab2-7461-4b00-ab21-49311656ea59,1319.036024,47395.577,1319.036024,0.040211,89,45.68102986,0.05,0.95,44.975,41.9,9393,3,27.328,9393,3,,,,,,,,,,,,,,,,,
32243,E01034204,Newham 025F,,541941,183202,51.5299,0.044894,609916f3-3eed-490f-b226-98864b719fcf,1466.983303,93534.62939,1466.983303,0.044894,45,174.4926599,0.26,0.74,22.87,41.9,9393,3,27.328,9393,3,,,,,,,,,,,,,,,,,
3431,E01003594,Newham 026A,,540164,182948,51.5281,0.019193,f7ef18e7-0875-494d-9a43-44d6019cec37,2251.880436,115949.3788,2251.880436,0.019193,79,214.5564381,0.33,0.67,39.835,51.4,8396,3,29.213,8396,3,0.19,7294,3,0.111,10944,4,14.9,17425,6,0.011,15834,5,0.159,14186,5,299656.545,3415.549363
3432,E01003595,Newham 026B,,540420,183102,51.5294,0.022943,70b0d78a-2f12-4842-b23f-4a4ac9e3566e,1967.200314,92474.18372,1967.200314,0.022943,84,116.4982109,0.16,0.84,42.42,51.4,8140,3,29.76,8140,3,0.183,7798,3,0.105,11743,4,18.514,14765,5,0.256,12236,4,-0.146,18806,6,232748.3041,2899.564762
3439,E01003602,Newham 026C,,540730,182460,51.5235,0.027152,aedc0e5b-4db5-4133-a57d-34b3750ef751,1979.284501,119266.5585,1979.284501,0.027152,92,103.1106057,0.14,0.86,46.43,51.4,10115,4,26.11,10115,4,0.147,10752,4,0.08,16342,5,16.437,16238,5,0.082,14787,5,0.461,9616,3,302613.8601,3085.946882
3443,E01003607,Newham 026D,,540705,182910,51.5276,0.026972,cd5f5415-ceda-4cee-ab47-94b088e8435e,1619.982393,125691.7658,1619.982393,0.026972,97,41.44954196,0.04,0.96,48.98,51.4,7786,3,30.506,7786,3,0.184,7708,3,0.11,11025,4,13.307,18773,6,-0.021,16317,5,0.512,8918,3,325925.8356,2534.536185
3336,E01003496,Newham 027A,,539439,182881,51.5276,0.008723,be225b8c-7eee-486c-b5d8-c110003078a9,1895.383322,189437.6419,1895.383322,0.008723,28,279.8043065,0.43,0.57,14.285,54.5,8737,3,28.548,8737,3,0.185,7699,3,0.123,9364,3,12.787,19228,6,-0.053,16839,6,0.365,10946,4,485413.4399,3014.121617
3338,E01003498,Newham 027B,,539913,182682,51.5257,0.015472,e452dd50-d05d-4836-9bb9-55ff72aa423e,3222.218106,233096.3287,3222.218106,0.015472,71,87.63717392,0.12,0.88,35.94,54.5,6586,3,33.218,6586,3,0.193,7080,3,0.118,9883,4,20.096,13712,5,0.253,12288,4,0.892,4475,2,605081.5994,5024.468577
3340,E01003500,Newham 027C,,539039,182529,51.5246,0.002821,ceed940e-0235-43be-9f78-70df3b15176b,5801.504342,741747.0923,5801.504342,0.002821,40,109.9033962,0.15,0.85,20.425,54.5,6133,2,34.325,6133,2,0.183,7786,3,0.125,9082,3,20.174,13675,5,0.41,10198,4,0.625,7399,3,1889923.743,9298.774377
3430,E01003593,Newham 027D,,539917,183105,51.5295,0.015697,78cb3e1b-e062-40b0-b3e2-56dcfac67a74,1425.84651,108849.6519,1425.84651,0.015697,58,151.9671858,0.22,0.78,29.39,54.5,6804,3,32.672,6804,3,0.216,5747,2,0.124,9148,3,17.674,15352,5,0.298,11666,4,-0.1,18125,6,279583.7586,2285.88088
3438,E01003601,Newham 028A,,541151,182162,51.5207,0.033097,f5a4993b-6f45-4ead-ad37-23cbbe078cc1,3742.678535,353575.0436,3742.678535,0.033097,65,95.29722624,0.13,0.87,32.935,47.1,5153,2,37.186,5153,2,0.204,6435,2,0.134,8099,3,24.832,10925,4,0.408,10227,4,0.995,3564,2,934364.5483,5807.4343
3440,E01003603,Newham 028B,,541403,182628,51.5249,0.036914,56ec691e-929a-4df9-9a20-7eeef208ad89,2728.182523,202894.642,2728.182523,0.036914,77,161.7967738,0.24,0.76,38.88,47.1,12180,4,22.804,12180,4,0.136,11884,4,0.064,20361,7,15.648,16862,6,-0.312,20823,7,0.048,15918,5,521477.9366,4303.414253
3442,E01003605,Newham 028C,,541278,183062,51.5288,0.035287,1539a9c5-450e-43b9-b92b-3f98367325fd,2155.784568,106143.0169,2155.784568,0.035287,85,120.9979573,0.17,0.83,42.915,47.1,8278,3,29.461,8278,3,0.169,8848,3,0.104,11850,4,22.402,12296,4,-0.33,21128,7,0.182,13814,5,275061.5746,3316.20034
3444,E01003608,Newham 028D,,541192,182719,51.5257,0.033911,73b94e2d-de17-4d7c-a172-a654b4b1c05f,1618.946165,93026.70307,1618.946165,0.033911,19,272.6786467,0.42,0.58,9.79,47.1,11406,4,23.936,11406,4,0.099,16380,5,0.053,23839,8,11.154,20748,7,-0.332,21145,7,0.879,4591,2,239433.9257,2427.471669
3375,E01003538,Newham 029A,,542715,182564,51.524,0.055787,7a4530d3-077f-4d8c-98b9-1d6ab5a264b5,2612.714837,173841.9746,2612.714837,0.055787,70,181.4795198,0.27,0.73,35.365,40.6,7064,3,32.047,7064,3,0.189,7385,3,0.103,11992,4,23.097,11846,4,0.058,15101,5,0.539,8549,3,444037.6742,4005.874929
3376,E01003539,Newham 029B,,541831,182379,51.5225,0.042979,efec0c32-bc11-490a-b529-615b7104c655,3092.573014,248369.4049,3092.573014,0.042979,64,86.22713163,0.11,0.89,32.445,40.6,9378,3,27.345,9378,3,0.166,9078,3,0.086,15087,5,18.691,14638,5,-0.123,17948,6,0.486,9267,3,654698.7417,4777.77167
3377,E01003540,Newham 029C,,542904,182348,51.522,0.058422,0ae41806-4344-452d-b49d-acc664816c14,2822.274211,207694.9699,2822.274211,0.058422,68,66.60131823,0.08,0.92,34.46,40.6,4673,2,38.68,4673,2,0.218,5655,2,0.127,8855,3,25.129,10763,4,0.445,9778,3,0.551,8389,3,538571.2543,4355.667222
3378,E01003541,Newham 029D,,542406,182246,51.5212,0.051207,27e8c18e-d3fe-436c-b781-1f2c2c6fd655,2662.670508,160885.4195,2662.670508,0.051207,57,171.0251646,0.25,0.75,28.875,40.6,9496,3,27.163,9496,3,0.155,10036,4,0.076,17134,6,18.816,14539,5,-0.367,21686,7,0.444,9850,3,393431.8646,4009.964662
3339,E01003499,Newham 030A,,540410,182453,51.5235,0.02254,23ee49c8-a698-4c59-9dcb-72351b346ee2,2501.009243,170409.2643,2501.009243,0.02254,75,102.1969448,0.14,0.86,37.93,58.7,4081,2,40.608,4081,2,0.247,4182,2,0.141,7400,3,22.394,12299,4,0.485,9265,3,0.991,3597,2,437816.0131,3764.43131
3341,E01003501,Newham 030B,,539873,182282,51.5221,0.014737,566adb54-0e67-47f9-baa8-9d25805cb98d,2752.782172,158394.8661,2752.782172,0.014737,48,256.1143485,0.39,0.61,24.305,58.7,5437,2,36.283,5437,2,0.215,5783,2,0.141,7359,3,24.032,11325,4,0.076,14854,5,0.925,4181,2,406889.1135,4073.673148
3342,E01003502,Newham 030C,,539982,181959,51.5192,0.016179,3bfd9f15-04f5-44c0-9014-547b105b5f37,3542.571067,150662.8052,3542.571067,0.016179,91,72.09229784,0.09,0.91,45.955,58.7,5384,2,36.469,5384,2,0.23,4987,2,0.111,10831,4,21.271,12986,4,0.009,15871,5,1.062,3056,1,398833.0627,5270.953241
3343,E01003503,Newham 030D,,539512,181779,51.5177,0.009338,0bbec239-b7ed-4e27-89b9-ea88df5c1376,3559.712898,147180.4195,3559.712898,0.009338,96,37.34233557,0.03,0.97,48.485,58.7,4459,2,39.386,4459,2,0.226,5213,2,0.167,5198,2,20.593,13399,5,0.368,10745,4,1.232,2080,1,380003.437,5584.340592
3345,E01003507,Newham 031A,,540551,182118,51.5205,0.024438,c0ffff66-48f9-4806-b4d3-cad532124a34,2430.314866,142061.2399,2430.314866,0.024438,86,86.19015036,0.11,0.89,43.445,53.3,6282,2,33.98,6282,2,0.159,9696,3,0.097,13042,4,21.693,12744,4,0.368,10742,4,0.819,5223,2,374944.901,3694.398682
3346,E01003508,Newham 031B,,540242,181711,51.5169,0.019825,0440a7a3-24af-4633-9e81-845f3e8c630b,2768.653138,130822.9872,2768.653138,0.019825,45,243.4071447,0.37,0.63,22.815,53.3,5231,2,36.928,5231,2,0.187,7569,3,0.099,12724,4,24.859,10905,4,0.361,10845,4,1.409,1325,1,340310.6042,4106.740982
3347,E01003509,Newham 031C,,540404,181943,51.519,0.022251,4ac9e4d6-982b-4c2f-95f0-ecf9fd74a1a1,1528.849843,104258.6346,1528.849843,0.022251,62,115.6030766,0.16,0.84,31.42,53.3,5736,2,35.443,5736,2,0.197,6836,3,0.12,9639,3,21.979,12556,4,0.287,11805,4,0.688,6636,3,264343.9001,2285.9347
3441,E01003604,Newham 031D,,540918,181954,51.5189,0.029658,c504b9a9-579c-48a9-bd05-b4290ca0383d,3112.329341,221401.6617,3112.329341,0.029658,55,25.46000833,0.02,0.98,27.99,53.3,5642,2,35.681,5642,2,0.201,6595,3,0.111,10873,4,21.235,13001,4,0.319,11367,4,0.773,5700,2,555594.4723,4831.366204
3324,E01003483,Newham 032A,,542083,181918,51.5183,0.046423,8e9e8fb2-9d54-482f-b9a2-02b50cd1ebb8,3401.529242,245330.0122,3401.529242,0.046423,19,240.0962393,0.37,0.63,9.815,39.6,5149,2,37.192,5149,2,0.237,4675,2,0.143,7182,3,24.626,11036,4,0.219,12792,4,0.669,6860,3,630871.3173,5563.779195
3325,E01003484,Newham 032B,,542576,181891,51.5179,0.053513,d32b6405-d641-4a7a-a058-64efd104a5e1,2122.883592,101182.2442,2122.883592,0.053513,36,171.4789152,0.25,0.75,18.375,39.6,12241,4,22.723,12241,4,0.151,10428,4,0.068,19326,6,12.473,19519,6,-0.158,18510,6,0.067,15627,5,257256.7641,3162.656449
3353,E01003516,Newham 032C,,541339,181704,51.5166,0.035622,a4ecf1b3-4c8d-41c4-be68-6d50f770cb23,2508.148677,134899.7574,2508.148677,0.035622,89,50.3671816,0.06,0.94,44.97,39.6,4284,2,39.917,4284,2,0.25,4038,2,0.159,5753,2,27.052,9799,3,0.48,9325,3,0.323,11598,4,349968.4611,3955.109433
3355,E01003518,Newham 032D,,541604,181531,51.515,0.039369,bcfb09e6-45ca-47b1-abb3-ca322e3daca0,2768.300413,180621.0984,2768.300413,0.039369,59,98.50879463,0.13,0.87,29.935,39.6,12298,4,22.636,12298,4,0.118,13950,5,0.071,18577,6,14.172,18009,6,-0.334,21180,7,0.004,16609,6,464196.8163,4465.870325
3356,E01003519,Newham 032E,,541249,181495,51.5147,0.034242,eeba4e91-2fc3-45f2-8b8d-721cb697e918,1333.974876,62241.23432,1333.974876,0.034242,48,191.4743529,0.29,0.71,24.355,39.6,8298,3,29.409,8298,3,0.163,9400,3,0.096,13173,5,24.268,11201,4,0.146,13783,5,0.158,14196,5,161243.6553,2103.401238
3322,E01003480,Newham 033A,,543539,180983,51.5095,0.067013,671516ba-9bd1-4af4-8c20-3dcb16d41e0b,3017.413843,285641.8728,3017.413843,0.067013,93,121.3285797,0.17,0.83,46.915,39.9,11375,4,24.019,11375,4,0.129,12609,4,0.071,18475,6,22.099,12477,4,-0.337,21237,7,0.104,15069,5,743810.4027,4629.782688
3327,E01003486,Newham 033C,,543008,181564,51.5149,0.059602,ded6307f-36dd-4ded-b75e-87b8da5a879a,3672.879275,218542.8681,3672.879275,0.059602,83,65.74022452,0.08,0.92,41.96,45.9,2519,1,47.765,2519,1,0.294,2412,1,0.206,2853,1,27.832,9468,3,0.641,7486,3,1.199,2237,1,565003.4055,5518.05519
3328,E01003487,Newham 033D,,543528,181458,51.5138,0.067048,766e9b7b-a983-4098-880e-1cb9d5acdafc,2303.855556,124396.9524,2303.855556,0.067048,64,131.9126119,0.19,0.81,32.405,45.9,3338,2,43.594,3338,2,0.298,2261,1,0.201,3074,1,29.007,8968,3,0.653,7361,3,0.101,15118,5,321220.2296,3418.431874
32244,E01034205,Newham 033E,,544253,182297,51.5212,0.077831,57b3cf44-a162-45a7-8d86-0f740be5f639,8329.888437,2459509.545,8329.888437,0.077831,21,471.5274229,0.75,0.25,10.625,45.9,9464,3,27.209,9464,3,,,,,,,,,,,,,,,,,
32245,E01034206,Newham 033F,,544481,181408,51.5131,0.080751,4e26f9f9-646d-453f-8b7f-fe46f4abd341,6890.009894,1709632.01,6890.009894,0.080751,24,129.1099587,0.19,0.81,12.405,45.9,9464,3,27.209,9464,3,,,,,,,,,,,,,,,,,
32246,E01034207,Newham 033G,,544028,180743,51.5073,0.073956,1581dad5-5677-4ee6-9d89-4c0f9143029d,2345.591486,138309.225,2345.591486,0.073956,74,129.9265855,0.19,0.81,37.405,39.9,9464,3,27.209,9464,4,,,,,,,,,,,,,,,,,
3337,E01003497,Newham 034A,,538951,181936,51.5193,0.00132,23d6fd9d-6f3a-481a-89e9-6169333b1d98,5489.054054,732208.8611,5489.054054,0.00132,50,187.7332374,0.28,0.72,25.36,63.1,6552,2,33.279,6552,2,0.198,6806,3,0.111,10891,4,26.39,10105,4,0.264,12135,4,0.708,6427,2,1756228.096,8824.115375
3344,E01003506,Newham 034D,,540406,181014,51.5106,0.02191,8fc1e332-1080-4f6f-b942-5f5bc1836947,1700.262,106292.6411,1700.262,0.02191,88,89.93145086,0.12,0.88,44.44,63.1,3005,1,45.294,3005,1,0.289,2564,1,0.172,4869,2,23.231,11775,4,0.898,5060,2,0.888,4506,2,274192.9515,2599.655507
31673,E01033584,Newham 034I,,540063,181147,51.5119,0.017023,d3b6adff-bf75-4c06-a426-f91feb713a69,2558.205232,150662.1074,2558.205232,0.017023,73,40.57802655,0.04,0.96,36.98,63.1,3844,2,41.55,3844,2,0.278,2931,1,0.133,8216,3,22.827,12015,4,0.554,8464,3,1.097,2828,1,385359.3214,3800.046243
