FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,Shape_Leng,Shape__Are,Shape__Len,5min Bus Accessibility_LONG,Coverage_p,HubDist,Distance,NormDist,Accessibility Index,No Car or vans in household(%),IMD_Rank,IMD_Decile,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,IMD_Shape__Area,IMD_Shape__Length
32247,E01034208,Newham 034J,,539829,181423,51.5144,0.013763,1f016b59-25bf-4708-99e2-b1fe8e3a88bd,2245.030162,149959.8945,2245.030162,0.013763,46,135.4129571,0.2,0.8,23.4,63.1,3823,2,41.668,3823,2,,,,,,,,,,,,,,,,,
32248,E01034209,Newham 034K,,539606,181321,51.5136,0.010511,e42d782e-3870-44d3-8069-8e6d19f2658f,3251.232265,177666.4473,3251.232265,0.010511,63,58.94818412,0.07,0.93,31.965,63.1,3823,2,41.668,3823,2,,,,,,,,,,,,,,,,,
32249,E01034210,Newham 034L,,539891,180958,51.5102,0.014471,56aac99c-d690-4b70-8010-d5052a730881,2083.349439,97068.44306,2083.349439,0.014471,96,165.5828109,0.24,0.76,48.38,63.1,11093,4,24.456,11093,4,,,,,,,,,,,,,,,,,
32250,E01034211,Newham 034M,,539675,180778,51.5087,0.011289,cf821cc2-bfcb-44ab-ac89-74b4ffebd5b0,3939.382976,378621.6919,3939.382976,0.011289,37,193.5320881,0.29,0.71,18.855,63.1,11093,4,24.456,11093,4,,,,,,,,,,,,,,,,,
32251,E01034212,Newham 034N,,540285,180688,51.5077,0.020037,fdbff5a5-8d0a-4cf8-afb5-981f5659f9cb,2603.173774,288258.5281,2603.173774,0.020037,36,252.4473044,0.39,0.61,18.305,63.1,15620,5,18.55,15620,5,,,,,,,,,,,,,,,,,
3321,E01003479,Newham 035A,,542478,181238,51.5121,0.051837,4c411bbe-9482-4c95-9442-b41fdc274cf1,3207.534659,302470.9692,3207.534659,0.051837,30,321.5510803,0.5,0.5,15.25,39.9,7984,3,30.088,7984,3,0.156,9917,4,0.112,10776,4,14.178,18005,6,-0.493,23339,8,0.946,3975,2,771308.9338,4668.242428
3323,E01003481,Newham 035B,,542903,181059,51.5104,0.057885,01e307a9-a97c-44cf-9c1d-7fee0fb4a2c7,5126.449472,520039.3881,5126.449472,0.057885,65,33.43052117,0.03,0.97,32.985,39.9,8693,3,28.627,8693,3,0.157,9860,4,0.108,11301,4,19.381,14157,5,0.321,11323,4,-0.316,21272,7,1345002.013,7803.264113
3326,E01003485,Newham 035C,,542352,181536,51.5148,0.050143,901cbe14-1b4a-4250-bb91-8f034c96b6a3,3145.559565,151102.5005,3145.559565,0.050143,43,203.8573455,0.31,0.69,21.845,39.9,11327,4,24.091,11327,4,0.129,12691,4,0.068,19254,6,14.777,17529,6,-0.102,17606,6,0.706,6449,2,393423.8058,5075.304742
3350,E01003513,Newham 035D,,541939,181383,51.5135,0.044134,618e6517-702b-4860-a1df-d05d06079504,3846.290584,357718.1535,3846.290584,0.044134,56,26.76000647,0.02,0.98,28.49,39.9,12640,4,22.174,12640,4,0.111,14743,5,0.06,21471,7,11.716,20218,7,-0.362,21616,7,0.412,10270,4,914251.3965,5900.008647
3348,E01003511,Newham 036A,,540263,181466,51.5147,0.02003,6e460906-cb2e-4cae-9ba7-d09c38909208,1761.598314,91744.28558,1761.598314,0.02003,4.3,346.7413771,0.54,0.46,2.38,48.1,5790,2,35.284,5790,2,0.198,6778,3,0.107,11500,4,26.675,9988,4,0.641,7492,3,0.916,4251,2,235393.9278,2642.541736
3349,E01003512,Newham 036B,,541060,181376,51.5137,0.031472,947436bc-c85d-4e5a-942d-a14a88d0cbf2,3407.782888,129007.5339,3407.782888,0.031472,65,85.13922018,0.11,0.89,32.945,48.1,5783,2,35.298,5783,2,0.201,6628,3,0.123,9316,3,24.936,10865,4,0.348,11005,4,0.948,3947,2,336252.4496,5060.172717
3351,E01003514,Newham 036C,,541514,181242,51.5124,0.037957,a81fa2be-74da-45a2-8997-0af1380996a2,2865.861702,177852.4584,2865.861702,0.037957,7,319.5701011,0.5,0.5,3.75,48.1,5315,2,36.673,5315,2,0.198,6791,3,0.155,6159,2,24.058,11314,4,0.59,8064,3,0.314,11721,4,456136.0886,4330.975838
3352,E01003515,Newham 036D,,541249,180905,51.5094,0.034006,2a2886cf-d7bd-4295-a82f-363e25684f57,6195.620921,745939.0429,6195.620922,0.034006,44,122.2917246,0.17,0.83,22.415,48.1,2533,1,47.7,2533,1,0.284,2747,1,0.169,5066,2,25.337,10653,4,0.833,5600,2,1.678,614,1,1921364.81,9493.943026
3354,E01003517,Newham 036E,,540702,181629,51.5161,0.026417,800a3b8b-e30b-438e-9937-bedf56188a03,3713.241066,274535.2849,3713.241066,0.026417,71,40.73558642,0.04,0.96,35.98,48.1,2706,1,46.731,2706,1,0.284,2728,1,0.17,5000,2,20.305,13598,5,1.202,2857,1,1.269,1885,1,709043.8418,5635.90459
32252,E01034213,Newham 038A,,537786,185247,51.5493,-0.01417,8de54aaf-961d-445f-a845-b9706caa0328,2959.76643,298984.2405,2959.76643,-0.01417,10,416.9306746,0.66,0.34,5.17,68.3,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
32253,E01034214,Newham 038B,,538086,185070,51.5476,-0.00991,066c3bc3-594f-48e3-a2fd-73ba58c942db,1175.335566,35287.99641,1175.335566,-0.00991,33,169.5775985,0.25,0.75,16.875,68.3,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
32254,E01034215,Newham 038C,,538244,185039,51.5473,-0.00765,5d65417e-b4a4-4ceb-820c-111d3d1acf3a,1197.600001,37393.20223,1197.600001,-0.00765,100,60.04734276,0.07,0.93,50.465,68.3,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
32255,E01034216,Newham 038D,,538370,184909,51.5461,-0.00588,295e0c8a-b354-4474-bb2f-ba1345b763f8,1608.550013,63381.43131,1608.550013,-0.00588,81,153.6590168,0.23,0.77,40.885,68.3,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
32256,E01034217,Newham 038E,,537941,184700,51.5443,-0.01215,e2c152b7-7c20-4857-94e4-ec723993512c,3382.746586,289182.8606,3382.746586,-0.01215,35,236.7901026,0.36,0.64,17.82,68.3,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
3446,E01003615,Newham 039A,,538925,185401,51.5504,0.002312,51dbd3bc-8d36-43bc-9759-4784273612bc,2064.56955,107997.1016,2064.56955,0.002312,40,151.8443737,0.22,0.78,20.39,66.2,9394,3,27.328,9394,3,0.165,9222,3,0.093,13828,5,12.309,19654,6,0.196,13118,4,0.125,14728,5,277834.7962,3091.512265
32257,E01034218,Newham 039B,,538294,185297,51.5496,-0.00682,ad9b6cd4-4326-4877-987c-a28b1d8711c2,4150.081312,206642.7347,4150.081312,-0.00682,74,107.6163275,0.15,0.85,37.425,66.2,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
32258,E01034219,Newham 039C,,538631,184823,51.5453,-0.00215,d1684455-26ce-46e0-875b-c69e4ab18848,2611.052915,161880.4944,2611.052915,-0.00215,84,135.2251878,0.2,0.8,42.4,66.2,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
32259,E01034220,Newham 039D,,538390,184501,51.5424,-0.00575,bb77ce84-dd81-4c71-b6c1-6d7627e56d9d,4251.109643,338280.6751,4251.109643,-0.00575,74,132.7580935,0.19,0.81,37.405,66.2,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
32260,E01034221,Newham 039E,,538379,184026,51.5382,-0.0061,e907d513-591a-4743-be41-975a19c7562c,2287.755158,146415.155,2287.755158,-0.0061,82,56.83325333,0.07,0.93,41.465,66.2,9402,3,27.315,9402,3,,,,,,,,,,,,,,,,,
32261,E01034222,Newham 040A,,537952,183980,51.5379,-0.01227,2dc21b9d-32a2-4287-a6a9-f9fc5e40c49c,3598.900084,507018.183,3598.900084,-0.01227,50,147.0490013,0.21,0.79,25.395,70.8,9454,3,27.216,9454,3,,,,,,,,,,,,,,,,,
32262,E01034223,Newham 040B,,538393,183640,51.5347,-0.00605,8f8b4354-b23c-4596-b2ed-9a53bfaad4c5,1564.560629,60628.66019,1564.560629,-0.00605,98,34.4772676,0.03,0.97,49.485,70.8,9454,3,27.216,9454,3,,,,,,,,,,,,,,,,,
31669,E01033579,Newham 040C,,537880,183346,51.5322,-0.01355,87219046-438d-4e06-824e-c239bb645b9a,3995.373558,440232.4489,3995.373558,-0.01355,26,250.4748291,0.38,0.62,13.31,70.8,13477,5,21.114,13477,5,0.054,25166,8,0.026,31476,10,7.245,24759,8,-0.067,17038,6,0.334,11431,4,1142587.552,6248.0119
31674,E01033586,Newham 040D,,538630,183273,51.5313,-0.00278,ee768a2e-5d45-42a1-81fb-72c0b72372e0,4050.026863,751365.3644,4050.026863,-0.00278,8.8,490.2765133,0.78,0.22,4.51,70.8,6075,2,34.463,6075,2,0.201,6605,3,0.097,13057,4,11.565,20363,7,0.126,14088,5,0.343,11274,4,1818125.853,9781.42086
31671,E01033581,Newham 041A,,543164,180295,51.5035,0.061334,cc63c4e7-42f1-47d8-854a-0282bcaf2e21,8170.43554,1313018.582,8170.43554,0.061334,32,259.9179849,0.4,0.6,16.3,48.8,5906,2,34.941,5906,2,0.195,7001,3,0.117,9999,4,14.175,18007,6,0.5,9092,3,0.99,3605,2,3383851.601,12568.73278
31672,E01033582,Newham 041B,,543829,179993,51.5006,0.070785,a8b36e3c-9254-4d4b-a0fc-378fdb432db4,4217.685611,569190.7431,4217.685611,0.070785,16,201.9759416,0.3,0.7,8.35,48.8,19333,6,14.606,19333,6,0.039,28743,9,0.019,32314,10,6.795,25258,8,-0.641,25223,8,0.076,15486,5,435392.7421,5373.757559
3445,E01003611,Newham 041C,,543253,179952,51.5004,0.062476,26acc73e-f492-4b32-9dfe-51bc60a0f330,2146.532846,149940.536,2146.532846,0.062476,96,36.70159397,0.03,0.97,48.485,48.8,7348,3,31.396,7348,3,0.249,4096,2,0.134,8080,3,18.53,14751,5,0.221,12760,4,-0.444,23042,8,381915.8109,3249.37934
32263,E01034224,Newham 041D,,542100,180035,51.5014,0.045909,c4f194a6-07dd-4c9a-93aa-5fec5d54b9de,6188.586506,956212.0274,6188.586506,0.045909,31,251.2315252,0.39,0.61,15.805,48.8,12030,4,23.035,12030,4,,,,,,,,,,,,,,,,,
31670,E01033580,Newham 042A,,540729,180295,51.5041,0.026274,839b3938-f45e-4344-a36c-eece25f5db95,2868.930709,84007.97854,2868.930709,0.026274,17,186.2453772,0.28,0.72,8.86,60.1,25889,8,8.919,25889,8,0.03,30743,10,0.019,32354,10,5.015,27280,9,-0.364,21654,7,-0.39,22315,7,223280.5767,4382.771969
32264,E01034225,Newham 042B,,541442,180222,51.5032,0.036511,fea816d5-53b8-484f-9aeb-0fb6410998e2,4324.928562,439124.5717,4324.928562,0.036511,55,134.998993,0.19,0.81,27.905,60.1,12030,4,23.035,12030,4,,,,,,,,,,,,,,,,,
32265,E01034226,Newham 042C,,541453,180028,51.5015,0.036591,308d4f88-1ecc-4368-be14-40c73b6a370b,1112.782089,38785.22987,1112.782089,0.036591,55,145.9216355,0.21,0.79,27.895,60.1,12030,4,23.035,12030,4,,,,,,,,,,,,,,,,,
32266,E01034227,Newham 042D,,540832,180017,51.5015,0.027646,5063ad7e-90b4-4d4a-98e1-a916758f3f2d,1090.987101,45771.19984,1090.987101,0.027646,98,76.62068533,0.1,0.9,49.45,60.1,15262,5,18.966,15262,5,,,,,,,,,,,,,,,,,
32267,E01034228,Newham 042E,,541142,179944,51.5008,0.03208,7e4dc8e0-7d4d-4906-8653-7cdc25df52e1,1366.897241,64095.44552,1366.897241,0.03208,25,190.1577502,0.29,0.71,12.855,60.1,15262,5,18.966,15262,5,,,,,,,,,,,,,,,,,
32268,E01034229,Newham 042F,,540348,180091,51.5023,0.020707,7213b852-7ae5-4095-b697-902ba47401ac,4557.658246,773634.6402,4557.658246,0.020707,13,285.6184678,0.44,0.56,6.78,60.1,15262,5,18.966,15262,5,,,,,,,,,,,,,,,,,
32269,E01034230,Newham 042G,,540782,179864,51.5002,0.026865,13d4c8c9-46de-4859-8105-7478feabdad0,1077.906144,42165.54365,1077.906144,0.026865,96,51.0460473,0.06,0.94,48.47,60.1,15262,5,18.966,15262,5,,,,,,,,,,,,,,,,,
32270,E01034231,Newham 042H,,541278,179820,51.4997,0.033988,bb250f94-974c-40e5-933a-399d7f9936e4,2667.099311,317128.0361,2667.099311,0.033988,7.8,398.0679911,0.63,0.37,4.085,60.1,15262,5,18.966,15262,5,,,,,,,,,,,,,,,,,
