FID,LSOA21CD,LSOA21NM,LSOA21NMW,BNG_E,BNG_N,LAT,LONG,GlobalID,Shape_Leng,Shape__Are,Shape__Len,5min Bus Accessibility_LONG,Coverage_p,HubDist,Distance,NormDist,Acc,No Car or vans in household(%),IMD_Rank,Decile,IMDScore
3442,E01003605,Newham 028C,,541278,183062,51.5288,0.035287,1539a9c5-450e-43b9-b92b-3f98367325fd,2155.784568,106143.0169,2155.784568,0.035287,85,120.9979573,0.17,0.83,42.915,47.1,8278,3,29.461
3444,E01003608,Newham 028D,,541192,182719,51.5257,0.033911,73b94e2d-de17-4d7c-a172-a654b4b1c05f,1618.946165,93026.70307,1618.946165,0.033911,19,272.6786467,0.42,0.58,9.79,47.1,11406,4,23.936
3375,E01003538,Newham 029A,,542715,182564,51.524,0.055787,7a4530d3-077f-4d8c-98b9-1d6ab5a264b5,2612.714837,173841.9746,2612.714837,0.055787,70,181.4795198,0.27,0.73,35.365,40.6,7064,3,32.047
3376,E01003539,Newham 029B,,541831,182379,51.5225,0.042979,efec0c32-bc11-490a-b529-615b7104c655,3092.573014,248369.4049,3092.573014,0.042979,64,86.22713163,0.11,0.89,32.445,40.6,9378,3,27.345
3377,E01003540,Newham 029C,,542904,182348,51.522,0.058422,0ae41806-4344-452d-b49d-acc664816c14,2822.274211,207694.9699,2822.274211,0.058422,68,66.60131823,0.08,0.92,34.46,40.6,4673,2,38.68
3378,E01003541,Newham 029D,,542406,182246,51.5212,0.051207,27e8c18e-d3fe-436c-b781-1f2c2c6fd655,2662.670508,160885.4195,2662.670508,0.051207,57,171.0251646,0.25,0.75,28.875,40.6,9496,3,27.163
3339,E01003499,Newham 030A,,540410,182453,51.5235,0.02254,23ee49c8-a698-4c59-9dcb-72351b346ee2,2501.009243,170409.2643,2501.009243,0.02254,75,102.1969448,0.14,0.86,37.93,58.7,4081,2,40.608
3341,E01003501,Newham 030B,,539873,182282,51.5221,0.014737,566adb54-0e67-47f9-baa8-9d25805cb98d,2752.782172,158394.8661,2752.782172,0.014737,48,256.1143485,0.39,0.61,24.305,58.7,5437,2,36.283
3342,E01003502,Newham 030C,,539982,181959,51.5192,0.016179,3bfd9f15-04f5-44c0-9014-547b105b5f37,3542.571067,150662.8052,3542.571067,0.016179,91,72.09229784,0.09,0.91,45.955,58.7,5384,2,36.469
3343,E01003503,Newham 030D,,539512,181779,51.5177,0.009338,0bbec239-b7ed-4e27-89b9-ea88df5c1376,3559.712898,147180.4195,3559.712898,0.009338,96,37.34233557,0.03,0.97,48.485,58.7,4459,2,39.386
3345,E01003507,Newham 031A,,540551,182118,51.5205,0.024438,c0ffff66-48f9-4806-b4d3-cad532124a34,2430.314866,142061.2399,2430.314866,0.024438,86,86.19015036,0.11,0.89,43.445,53.3,6282,2,33.98
3346,E01003508,Newham 031B,,540242,181711,51.5169,0.019825,0440a7a3-24af-4633-9e81-845f3e8c630b,2768.653138,130822.9872,2768.653138,0.019825,45,243.4071447,0.37,0.63,22.815,53.3,5231,2,36.928
3347,E01003509,Newham 031C,,540404,181943,51.519,0.022251,4ac9e4d6-982b-4c2f-95f0-ecf9fd74a1a1,1528.849843,104258.6346,1528.849843,0.022251,62,115.6030766,0.16,0.84,31.42,53.3,5736,2,35.443
3441,E01003604,Newham 031D,,540918,181954,51.5189,0.029658,c504b9a9-579c-48a9-bd05-b4290ca0383d,3112.329341,221401.6617,3112.329341,0.029658,55,25.46000833,0.02,0.98,27.99,53.3,5642,2,35.681
3324,E01003483,Newham 032A,,542083,181918,51.5183,0.046423,8e9e8fb2-9d54-482f-b9a2-02b50cd1ebb8,3401.529242,245330.0122,3401.529242,0.046423,19,240.0962393,0.37,0.63,9.815,39.6,5149,2,37.192
3325,E01003484,Newham 032B,,542576,181891,51.5179,0.053513,d32b6405-d641-4a7a-a058-64efd104a5e1,2122.883592,101182.2442,2122.883592,0.053513,36,171.4789152,0.25,0.75,18.375,39.6,12241,4,22.723
3353,E01003516,Newham 032C,,541339,181704,51.5166,0.035622,a4ecf1b3-4c8d-41c4-be68-6d50f770cb23,2508.148677,134899.7574,2508.148677,0.035622,89,50.3671816,0.06,0.94,44.97,39.6,4284,2,39.917
3355,E01003518,Newham 032D,,541604,181531,51.515,0.039369,bcfb09e6-45ca-47b1-abb3-ca322e3daca0,2768.300413,180621.0984,2768.300413,0.039369,59,98.50879463,0.13,0.87,29.935,39.6,12298,4,22.636
3356,E01003519,Newham 032E,,541249,181495,51.5147,0.034242,eeba4e91-2fc3-45f2-8b8d-721cb697e918,1333.974876,62241.23432,1333.974876,0.034242,48,191.4743529,0.29,0.71,24.355,39.6,8298,3,29.409
3322,E01003480,Newham 033A,,543539,180983,51.5095,0.067013,671516ba-9bd1-4af4-8c20-3dcb16d41e0b,3017.413843,285641.8728,3017.413843,0.067013,93,121.3285797,0.17,0.83,46.915,39.9,11375,4,24.019
3327,E01003486,Newham 033C,,543008,181564,51.5149,0.059602,ded6307f-36dd-4ded-b75e-87b8da5a879a,3672.879275,218542.8681,3672.879275,0.059602,83,65.74022452,0.08,0.92,41.96,45.9,2519,1,47.765
3328,E01003487,Newham 033D,,543528,181458,51.5138,0.067048,766e9b7b-a983-4098-880e-1cb9d5acdafc,2303.855556,124396.9524,2303.855556,0.067048,64,131.9126119,0.19,0.81,32.405,45.9,3338,2,43.594
32244,E01034205,Newham 033E,,544253,182297,51.5212,0.077831,57b3cf44-a162-45a7-8d86-0f740be5f639,8329.888437,2459509.545,8329.888437,0.077831,21,471.5274229,0.75,0.25,10.625,45.9,9464,3,27.209
32245,E01034206,Newham 033F,,544481,181408,51.5131,0.080751,4e26f9f9-646d-453f-8b7f-fe46f4abd341,6890.009894,1709632.01,6890.009894,0.080751,24,129.1099587,0.19,0.81,12.405,45.9,9464,3,27.209
32246,E01034207,Newham 033G,,544028,180743,51.5073,0.073956,1581dad5-5677-4ee6-9d89-4c0f9143029d,2345.591486,138309.225,2345.591486,0.073956,74,129.9265855,0.19,0.81,37.405,39.9,9464,3,27.209
3337,E01003497,Newham 034A,,538951,181936,51.5193,0.00132,23d6fd9d-6f3a-481a-89e9-6169333b1d98,5489.054054,732208.8611,5489.054054,0.00132,50,187.7332374,0.28,0.72,25.36,63.1,6552,2,33.279
3344,E01003506,Newham 034D,,540406,181014,51.5106,0.02191,8fc1e332-1080-4f6f-b942-5f5bc1836947,1700.262,106292.6411,1700.262,0.02191,88,89.93145086,0.12,0.88,44.44,63.1,3005,1,45.294
31673,E01033584,Newham 034I,,540063,181147,51.5119,0.017023,d3b6adff-bf75-4c06-a426-f91feb713a69,2558.205232,150662.1074,2558.205232,0.017023,73,40.57802655,0.04,0.96,36.98,63.1,3844,2,41.55
32247,E01034208,Newham 034J,,539829,181423,51.5144,0.013763,1f016b59-25bf-4708-99e2-b1fe8e3a88bd,2245.030162,149959.8945,2245.030162,0.013763,46,135.4129571,0.2,0.8,23.4,63.1,3823,2,41.668
32248,E01034209,Newham 034K,,539606,181321,51.5136,0.010511,e42d782e-3870-44d3-8069-8e6d19f2658f,3251.232265,177666.4473,3251.232265,0.010511,63,58.94818412,0.07,0.93,31.965,63.1,3823,2,41.668
32249,E01034210,Newham 034L,,539891,180958,51.5102,0.014471,56aac99c-d690-4b70-8010-d5052a730881,2083.349439,97068.44306,2083.349439,0.014471,96,165.5828109,0.24,0.76,48.38,63.1,11093,4,24.456
32250,E01034211,Newham 034M,,539675,180778,51.5087,0.011289,cf821cc2-bfcb-44ab-ac89-74b4ffebd5b0,3939.382976,378621.6919,3939.382976,0.011289,37,193.5320881,0.29,0.71,18.855,63.1,11093,4,24.456
32251,E01034212,Newham 034N,,540285,180688,51.5077,0.020037,fdbff5a5-8d0a-4cf8-afb5-981f5659f9cb,2603.173774,288258.5281,2603.173774,0.020037,36,252.4473044,0.39,0.61,18.305,63.1,15620,5,18.55
3321,E01003479,Newham 035A,,542478,181238,51.5121,0.051837,4c411bbe-9482-4c95-9442-b41fdc274cf1,3207.534659,302470.9692,3207.534659,0.051837,30,321.5510803,0.5,0.5,15.25,39.9,7984,3,30.088
3323,E01003481,Newham 035B,,542903,181059,51.5104,0.057885,01e307a9-a97c-44cf-9c1d-7fee0fb4a2c7,5126.449472,520039.3881,5126.449472,0.057885,65,33.43052117,0.03,0.97,32.985,39.9,8693,3,28.627
3326,E01003485,Newham 035C,,542352,181536,51.5148,0.050143,901cbe14-1b4a-4250-bb91-8f034c96b6a3,3145.559565,151102.5005,3145.559565,0.050143,43,203.8573455,0.31,0.69,21.845,39.9,11327,4,24.091
3350,E01003513,Newham 035D,,541939,181383,51.5135,0.044134,618e6517-702b-4860-a1df-d05d06079504,3846.290584,357718.1535,3846.290584,0.044134,56,26.76000647,0.02,0.98,28.49,39.9,12640,4,22.174
3348,E01003511,Newham 036A,,540263,181466,51.5147,0.02003,6e460906-cb2e-4cae-9ba7-d09c38909208,1761.598314,91744.28558,1761.598314,0.02003,4.3,346.7413771,0.54,0.46,2.38,48.1,5790,2,35.284
3349,E01003512,Newham 036B,,541060,181376,51.5137,0.031472,947436bc-c85d-4e5a-942d-a14a88d0cbf2,3407.782888,129007.5339,3407.782888,0.031472,65,85.13922018,0.11,0.89,32.945,48.1,5783,2,35.298
3351,E01003514,Newham 036C,,541514,181242,51.5124,0.037957,a81fa2be-74da-45a2-8997-0af1380996a2,2865.861702,177852.4584,2865.861702,0.037957,7,319.5701011,0.5,0.5,3.75,48.1,5315,2,36.673
3352,E01003515,Newham 036D,,541249,180905,51.5094,0.034006,2a2886cf-d7bd-4295-a82f-363e25684f57,6195.620921,745939.0429,6195.620922,0.034006,44,122.2917246,0.17,0.83,22.415,48.1,2533,1,47.7
3354,E01003517,Newham 036E,,540702,181629,51.5161,0.026417,800a3b8b-e30b-438e-9937-bedf56188a03,3713.241066,274535.2849,3713.241066,0.026417,71,40.73558642,0.04,0.96,35.98,48.1,2706,1,46.731
32252,E01034213,Newham 038A,,537786,185247,51.5493,-0.01417,8de54aaf-961d-445f-a845-b9706caa0328,2959.76643,298984.2405,2959.76643,-0.01417,10,416.9306746,0.66,0.34,5.17,68.3,9402,3,27.315
32253,E01034214,Newham 038B,,538086,185070,51.5476,-0.00991,066c3bc3-594f-48e3-a2fd-73ba58c942db,1175.335566,35287.99641,1175.335566,-0.00991,33,169.5775985,0.25,0.75,16.875,68.3,9402,3,27.315
32254,E01034215,Newham 038C,,538244,185039,51.5473,-0.00765,5d65417e-b4a4-4ceb-820c-111d3d1acf3a,1197.600001,37393.20223,1197.600001,-0.00765,100,60.04734276,0.07,0.93,50.465,68.3,9402,3,27.315
32255,E01034216,Newham 038D,,538370,184909,51.5461,-0.00588,295e0c8a-b354-4474-bb2f-ba1345b763f8,1608.550013,63381.43131,1608.550013,-0.00588,81,153.6590168,0.23,0.77,40.885,68.3,9402,3,27.315
32256,E01034217,Newham 038E,,537941,184700,51.5443,-0.01215,e2c152b7-7c20-4857-94e4-ec723993512c,3382.746586,289182.8606,3382.746586,-0.01215,35,236.7901026,0.36,0.64,17.82,68.3,9402,3,27.315
3446,E01003615,Newham 039A,,538925,185401,51.5504,0.002312,51dbd3bc-8d36-43bc-9759-4784273612bc,2064.56955,107997.1016,2064.56955,0.002312,40,151.8443737,0.22,0.78,20.39,66.2,9394,3,27.328
32257,E01034218,Newham 039B,,538294,185297,51.5496,-0.00682,ad9b6cd4-4326-4877-987c-a28b1d8711c2,4150.081312,206642.7347,4150.081312,-0.00682,74,107.6163275,0.15,0.85,37.425,66.2,9402,3,27.315
32258,E01034219,Newham 039C,,538631,184823,51.5453,-0.00215,d1684455-26ce-46e0-875b-c69e4ab18848,2611.052915,161880.4944,2611.052915,-0.00215,84,135.2251878,0.2,0.8,42.4,66.2,9402,3,27.315
32259,E01034220,Newham 039D,,538390,184501,51.5424,-0.00575,bb77ce84-dd81-4c71-b6c1-6d7627e56d9d,4251.109643,338280.6751,4251.109643,-0.00575,74,132.7580935,0.19,0.81,37.405,66.2,9402,3,27.315
32260,E01034221,Newham 039E,,538379,184026,51.5382,-0.0061,e907d513-591a-4743-be41-975a19c7562c,2287.755158,146415.155,2287.755158,-0.0061,82,56.83325333,0.07,0.93,41.465,66.2,9402,3,27.315
32261,E01034222,Newham 040A,,537952,183980,51.5379,-0.01227,2dc21b9d-32a2-4287-a6a9-f9fc5e40c49c,3598.900084,507018.183,3598.900084,-0.01227,50,147.0490013,0.21,0.79,25.395,70.8,9454,3,27.216
32262,E01034223,Newham 040B,,538393,183640,51.5347,-0.00605,8f8b4354-b23c-4596-b2ed-9a53bfaad4c5,1564.560629,60628.66019,1564.560629,-0.00605,98,34.4772676,0.03,0.97,49.485,70.8,9454,3,27.216
31669,E01033579,Newham 040C,,537880,183346,51.5322,-0.01355,87219046-438d-4e06-824e-c239bb645b9a,3995.373558,440232.4489,3995.373558,-0.01355,26,250.4748291,0.38,0.62,13.31,70.8,13477,5,21.114
31674,E01033586,Newham 040D,,538630,183273,51.5313,-0.00278,ee768a2e-5d45-42a1-81fb-72c0b72372e0,4050.026863,751365.3644,4050.026863,-0.00278,8.8,490.2765133,0.78,0.22,4.51,70.8,6075,2,34.463
31671,E01033581,Newham 041A,,543164,180295,51.5035,0.061334,cc63c4e7-42f1-47d8-854a-0282bcaf2e21,8170.43554,1313018.582,8170.43554,0.061334,32,259.9179849,0.4,0.6,16.3,48.8,5906,2,34.941
31672,E01033582,Newham 041B,,543829,179993,51.5006,0.070785,a8b36e3c-9254-4d4b-a0fc-378fdb432db4,4217.685611,569190.7431,4217.685611,0.070785,16,201.9759416,0.3,0.7,8.35,48.8,19333,6,14.606
3445,E01003611,Newham 041C,,543253,179952,51.5004,0.062476,26acc73e-f492-4b32-9dfe-51bc60a0f330,2146.532846,149940.536,2146.532846,0.062476,96,36.70159397,0.03,0.97,48.485,48.8,7348,3,31.396
32263,E01034224,Newham 041D,,542100,180035,51.5014,0.045909,c4f194a6-07dd-4c9a-93aa-5fec5d54b9de,6188.586506,956212.0274,6188.586506,0.045909,31,251.2315252,0.39,0.61,15.805,48.8,12030,4,23.035
31670,E01033580,Newham 042A,,540729,180295,51.5041,0.026274,839b3938-f45e-4344-a36c-eece25f5db95,2868.930709,84007.97854,2868.930709,0.026274,17,186.2453772,0.28,0.72,8.86,60.1,25889,8,8.919
32264,E01034225,Newham 042B,,541442,180222,51.5032,0.036511,fea816d5-53b8-484f-9aeb-0fb6410998e2,4324.928562,439124.5717,4324.928562,0.036511,55,134.998993,0.19,0.81,27.905,60.1,12030,4,23.035
32265,E01034226,Newham 042C,,541453,180028,51.5015,0.036591,308d4f88-1ecc-4368-be14-40c73b6a370b,1112.782089,38785.22987,1112.782089,0.036591,55,145.9216355,0.21,0.79,27.895,60.1,12030,4,23.035
32266,E01034227,Newham 042D,,540832,180017,51.5015,0.027646,5063ad7e-90b4-4d4a-98e1-a916758f3f2d,1090.987101,45771.19984,1090.987101,0.027646,98,76.62068533,0.1,0.9,49.45,60.1,15262,5,18.966
32267,E01034228,Newham 042E,,541142,179944,51.5008,0.03208,7e4dc8e0-7d4d-4906-8653-7cdc25df52e1,1366.897241,64095.44552,1366.897241,0.03208,25,190.1577502,0.29,0.71,12.855,60.1,15262,5,18.966
32268,E01034229,Newham 042F,,540348,180091,51.5023,0.020707,7213b852-7ae5-4095-b697-902ba47401ac,4557.658246,773634.6402,4557.658246,0.020707,13,285.6184678,0.44,0.56,6.78,60.1,15262,5,18.966
32269,E01034230,Newham 042G,,540782,179864,51.5002,0.026865,13d4c8c9-46de-4859-8105-7478feabdad0,1077.906144,42165.54365,1077.906144,0.026865,96,51.0460473,0.06,0.94,48.47,60.1,15262,5,18.966
32270,E01034231,Newham 042H,,541278,179820,51.4997,0.033988,bb250f94-974c-40e5-933a-399d7f9936e4,2667.099311,317128.0361,2667.099311,0.033988,7.8,398.0679911,0.63,0.37,4.085,60.1,15262,5,18.966
