lsoa21cd,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
E01003564,"2","2",3196.547,30466.798,27270.251,33663.345,16831.6725,16831.6725,13635.1255,3196.547,3196.547,3196.547,30466.798,27270.251
E01003573,"2","2",10.927,11646.255,11635.328,11657.182,5828.591,5828.591,5817.664,10.927,10.927,10.927,11646.255,11635.328
E01003579,"1","1",11253.547,11253.547,0,11253.547,11253.547,11253.547,0,11253.547,11253.547,11253.547,11253.547,0
E01003586,"6","6",1656.777,33270.991,31614.214,143764.748,23960.7913333333,29388.715,10771.9021467095,1656.777,1656.777,20020.843,30038.707,10017.864
E01003595,"7","7",615.053,40357.154,39742.101,80568.021,11509.7172857143,6571.917,12471.3728848119,615.053,615.053,5013.0485,11498.9,6485.8515
E01003599,"7","7",319.34,42244.942,41925.602,106281.042,15183.006,12703.662,13177.4964044602,319.34,319.34,5421.783,20084.766,14662.983
E01003605,"1","1",2711.574,2711.574,0,2711.574,2711.574,2711.574,0,2711.574,2711.574,2711.574,2711.574,0
E01003611,"7","7",4791.794,29129.813,24338.019,150012.366,21430.338,27315.25,9007.29384280473,4791.794,4791.794,15530.1005,28857.654,13327.5535
E01003615,"6","6",1.652,25054.798,25053.146,48231.272,8038.54533333333,4046.705,8810.73659349689,1.652,1.652,1672.451,13408.961,11736.51
E01003628,"2","2",537.286,9183.819,8646.533,9721.105,4860.5525,4860.5525,4323.2665,537.286,537.286,537.286,9183.819,8646.533
E01003632,"9","9",999.353,42552.482,41553.129,136991.874,15221.3193333333,10173.067,13699.9173174462,999.353,999.353,8591.929,15777.489,7185.56
E01003637,"5","5",913.258,32385.219,31471.961,62251.085,12450.217,8807.344,10962.9032103459,913.258,913.258,5284.931,14860.333,9575.402
E01034199,"12","12",26.373,22134.636,22108.263,105628.801,8802.40008333333,10277.081,6386.01974229835,26.373,26.373,1838.754,11907.0185,10068.2645
E01034210,"11","11",605.097,27403.464,26798.367,97117.12,8828.82909090909,7735.923,6725.93970659208,605.097,605.097,5690.59,9989.024,4298.434
E01003487,"5","5",4922.622,35587.743,30665.121,93839.672,18767.9344,15933.866,10284.7804502471,4922.622,4922.622,13889.233,23506.208,9616.975
E01003488,"5","5",7.072,41093.863,41086.791,71607.005,14321.401,7135.789,14940.3351649207,7.072,7.072,3657.981,19712.3,16054.319
E01003520,"8","8",8934.385,27642.082,18707.697,129625.464,16203.183,17200.347,5995.21268721536,8934.385,8934.385,9904.788,19419.3635,9514.5755
E01003525,"1","1",1143.605,1143.605,0,1143.605,1143.605,1143.605,0,1143.605,1143.605,1143.605,1143.605,0
E01003531,"8","8",6628.191,51652.639,45024.448,196011.865,24501.483125,21220.6055,12357.8702456541,6628.191,6628.191,19300.993,28343.919,9042.926
E01003543,"12","12",9655.805,22463.097,12807.292,165330.236,13777.5196666667,12250.2145,3786.25956340048,9655.805,9655.805,11095.8455,16264.196,5168.3505
E01003547,"9","9",565.02,38223.45,37658.43,84037.73,9337.52555555556,2416.172,11869.1753886316,565.02,565.02,1773.219,10897.556,9124.337
E01003549,"10","10",962.512,36804.023,35841.511,97492.713,9749.2713,5977.9995,9786.10997496379,962.512,962.512,4604.58,11024.503,6419.923
E01003558,"5","5",1038.865,35443.15,34404.285,89192.858,17838.5716,17436.923,12338.2029853653,1038.865,1038.865,8451.038,26822.882,18371.844
E01003592,"4","4",1524.283,27369.736,25845.453,43872.413,10968.10325,7489.197,9783.63322968355,1524.283,1524.283,4263.573,17672.6335,13409.0605
E01003594,"7","7",553.019,17237.705,16684.686,66628.262,9518.32314285714,7731.936,5638.168807668,553.019,553.019,6045.6495,14507.1515,8461.502
E01003618,"7","7",169.339,34812.688,34643.349,105628.188,15089.7411428571,12532.08,10404.5254133874,169.339,169.339,9690.227,19366.8135,9676.5865
E01003631,"12","12",26.988,28385.611,28358.623,165705.269,13808.7724166667,13534.8345,6513.95939312807,26.988,26.988,10796.1165,15523.921,4727.8045
E01034207,"6","6",8405.574,34019.709,25614.135,126043.232,21007.2053333333,19520.494,8711.01952065822,8405.574,8405.574,14609.74,29967.221,15357.481
E01034208,"13","13",757.161,28805.679,28048.518,105889.527,8145.34823076923,5053.481,8226.57498434596,757.161,757.161,2525.971,9888.141,7362.17
E01034221,"21","21",362.098,34061.376,33699.278,146490.17,6975.72238095238,3752.878,7795.4441279318,362.098,362.098,3054.624,7565.625,4511.001
E01003550,"8","8",36.988,35770.06,35733.072,103891.877,12986.484625,5438.1405,13361.9301174801,36.988,36.988,2649.861,25954.413,23304.552
E01003559,"10","10",7547.555,16995.244,9447.689,132965.924,13296.5924,13329.667,2909.55227220809,7547.555,7547.555,11301.547,16570.371,5268.824
E01003630,"8","8",6083.628,30398.835,24315.207,101434.103,12679.262875,10998.896,7109.76199677086,6083.628,6083.628,8454.6155,13022.3085,4567.693
E01003636,"2","2",9759.016,51398.695,41639.679,61157.711,30578.8555,30578.8555,20819.8395,9759.016,9759.016,9759.016,51398.695,41639.679
E01033584,"11","11",8.119,39112.339,39104.22,140954.557,12814.0506363636,6272.363,14223.1254579945,8.119,8.119,3248.5615,19417.162,16168.6005
E01034212,"15","15",160.267,42566.172,42405.905,288402.364,19226.8242666667,18816.155,12757.1394452538,160.267,160.267,8337.7825,30097.5905,21759.808
E01034219,"26","26",71.843,30452.928,30381.085,160917.658,6189.14069230769,4836.7925,5662.88381964078,71.843,71.843,4348.78,5308.344,959.564
E01003545,"4","4",2642.042,26326.682,23684.64,53399.629,13349.90725,12215.4525,8699.53967968586,2642.042,2642.042,5966.774,20733.0405,14766.2665
E01003546,"12","12",5278.122,13934.785,8656.663,111119.258,9259.93816666667,8321.1,2872.61140579371,5278.122,5278.122,7018.3205,12105.4645,5087.144
E01003574,"2","2",246.256,11573.625,11327.369,11819.881,5909.9405,5909.9405,5663.6845,246.256,246.256,246.256,11573.625,11327.369
E01003591,"10","10",524.267,25419.855,24895.588,164664.316,16466.4316,17788.1785,6987.65385675138,524.267,524.267,15012.391,21399.128,6386.737
E01003596,"5","5",1702.879,19057.84,17354.961,35432.579,7086.5158,4212.742,6189.26647460778,1702.879,1702.879,3800.609,6658.509,2857.9
E01003600,"8","8",6870.218,21381.947,14511.729,102494.46,12811.8075,11372.0675,4061.17408091306,6870.218,6870.218,10981.458,14767.622,3786.164
E01003616,"10","10",7960.198,18933.331,10973.133,118593.569,11859.3569,12323.6845,3168.95183957287,7960.198,7960.198,8858.235,13446.183,4587.948
E01034231,"4","4",719.109,77838.26,77119.151,148934.975,37233.74375,35188.803,29386.2443714493,719.109,719.109,10339.8525,64127.635,53787.7825
E01003514,"4","4",148.323,83579.456,83431.133,133273.118,33318.2795,24772.6695,33025.439305095,148.323,148.323,3871.0275,62765.5315,58894.504
E01003557,"13","13",138.026,27083.951,26945.925,93312.099,7177.85376923077,4425.133,6639.52449864475,138.026,138.026,3204.095,9036.9,5832.805
E01033580,"5","5",1783.858,49861.709,48077.851,84049.808,16809.9616,7126.528,17833.720563608,1783.858,1783.858,4170.06,21107.653,16937.593
E01003480,"7","7",2788.836,79107.999,76319.163,285778.07,40825.4385714286,44077.148,25739.1992439513,2788.836,2788.836,20083.901,59818.1425,39734.2415
E01034213,"5","5",222.552,68972.049,68749.497,108892.636,21778.5272,6562.109,25746.5205355176,222.552,222.552,3593.205,29542.721,25949.516
E01003485,"1","1",5646.021,5646.021,0,5646.021,5646.021,5646.021,0,5646.021,5646.021,5646.021,5646.021,0
E01003548,"9","9",1585.243,31722.751,30137.508,99643.564,11071.5071111111,9872.431,8120.31454191676,1585.243,1585.243,7104.036,10217.984,3113.948
E01003479,"6","6",2295.766,74203.642,71907.876,274635.743,45772.6238333333,52567.174,26360.212996472,2295.766,2295.766,20736.903,72265.084,51528.181
E01003498,"3","3",2516.405,36983.744,34467.339,54318.302,18106.1006666667,14818.153,14262.0081411954,2516.405,2516.405,8667.279,25900.9485,17233.6695
E01034209,"17","17",403.335,17010.683,16607.348,175890.456,10346.4974117647,10740.049,3826.71135457034,403.335,403.335,8421.996,11936.795,3514.799
E01003587,"9","9",0.874,27375.193,27374.319,161256.296,17917.3662222222,23076.75,9435.58870945902,0.874,0.874,10699.01,24983.235,14284.225
E01003619,"16","16",9.629,49042.544,49032.915,250673.008,15667.063,11090.12,14522.2900412242,9.629,9.629,2961.602,25105.2905,22143.6885
E01034217,"12","12",2.619,77386.418,77383.799,276472.995,23039.41625,18119.9535,24664.3756158619,2.619,2.619,797.611,41837.062,41039.451
E01003512,"10","10",212.215,37672.758,37460.543,107342.679,10734.2679,4036.6815,11941.2764973924,212.215,212.215,2254.254,17482.061,15227.807
E01003502,"5","5",2.167,33942.167,33940,45633.76,9126.752,2965.368,12727.5436199332,2.167,2.167,652.505,8071.553,7419.048
E01003503,"14","14",546.097,24723.173,24177.076,108052.623,7718.0445,6069.684,6011.70403401511,546.097,546.097,3612.741,9265.845,5653.104
E01003544,"12","12",3183.954,21458.494,18274.54,97463.267,8121.93891666667,6817.374,4717.92767572924,3183.954,3183.954,4864.3195,10060.9285,5196.609
E01003625,"2","2",2674.149,7841.747,5167.598,10515.896,5257.948,5257.948,2583.799,2674.149,2674.149,2674.149,7841.747,5167.598
E01034222,"7","7",910.942,116367.65,115456.708,336315.415,48045.0592857143,53446.945,40065.7197672135,910.942,910.942,9475.439,73319.5,63844.061
E01003486,"6","6",17914.947,65503.518,47588.571,206315.019,34385.8365,30499.9665,16262.6606923988,17914.947,17914.947,18873.401,43023.22,24149.819
E01003517,"9","9",818.447,34570.015,33751.568,90178.268,10019.8075555556,4935.247,10290.9638023322,818.447,818.447,3478.282,11487.24,8008.958
E01003635,"3","3",299.27,10789.708,10490.438,15187.56,5062.52,4098.582,4336.60425593144,299.27,299.27,2198.926,7444.145,5245.219
E01003513,"6","6",26716.807,39093.959,12377.152,196824.174,32804.029,32860.9435,4334.37335865278,26716.807,26716.807,29177.702,36113.819,6936.117
E01003584,"10","10",1913.082,92932.667,91019.585,224119.121,22411.9121,13040.4155,25167.4501710942,1913.082,1913.082,9789.959,22946.534,13156.575
E01003590,"10","10",15596.961,41551.559,25954.598,253581.997,25358.1997,25586.7705,8103.11661119892,15596.961,15596.961,17037.255,30900.331,13863.076
E01033579,"5","5",35406.393,115038.947,79632.554,376945.006,75389.0012,67749.116,28467.6996022697,35406.393,35406.393,59485.908,99264.642,39778.734
E01033586,"12","12",10775.415,96259.392,85483.977,451282.564,37606.8803333333,30739.2535,23386.0233386691,10775.415,10775.415,19412.7065,47477.897,28065.1905
E01034211,"24","24",227.818,88746.841,88519.023,301608.792,12567.033,5306.3375,20019.4508524143,227.818,227.818,3715.6805,11887.936,8172.2555
E01034218,"4","4",757.879,59624.355,58866.476,96026.939,24006.73475,17822.3525,22398.8420925673,757.879,757.879,5397.572,42615.8975,37218.3255
E01033582,"5","5",114.707,61050.982,60936.275,100761.95,20152.39,11216.508,21951.8082978134,114.707,114.707,4591.628,23788.125,19196.497
E01034220,"24","24",499.727,39562.439,39062.712,338454.064,14102.2526666667,13080.015,6903.72662664751,499.727,499.727,11630.024,14864.478,3234.454
E01034225,"11","11",125.19,106148.464,106023.274,417748.462,37977.1329090909,16560.615,38603.0891940029,125.19,125.19,3790.8605,65219.594,61428.7335
E01034229,"6","6",38911.673,130947.723,92036.05,495407.916,82567.986,79700.513,27659.9773621987,38911.673,38911.673,70672.698,95474.796,24802.098
E01003481,"10","10",230.647,202831.544,202600.897,520289.668,52028.9668,23085.943,64268.1229493025,230.647,230.647,6627.399,63545.001,56917.602
E01003578,"2","2",8406.496,75079.209,66672.713,83485.705,41742.8525,41742.8525,33336.3565,8406.496,8406.496,8406.496,75079.209,66672.713
E01003497,"18","18",638.77,79768.47,79129.7,514091.662,28560.6478888889,9395.645,28525.8453038224,638.77,638.77,5688.181,47205.689,41517.508
E01003500,"17","17",2827.905,134398.208,131570.303,524500.821,30852.9894705882,13074.589,35848.7916233211,2827.905,2827.905,9249.3,30763.676,21514.376
E01003515,"19","19",406.278,131280.712,130874.434,743047.121,39107.7432105263,30296.177,32983.660577961,406.278,406.278,19832.786,49382.056,29549.27
E01034224,"9","9",2859.279,235460.216,232600.937,517511.744,57501.3048888889,33936.163,68024.3206798243,2859.279,2859.279,32104.585,41792.947,9688.362
E01034206,"6","6",7222.508,150673.406,143450.898,372995.203,62165.8671666667,48246.952,45916.4076997017,7222.508,7222.508,33634.296,84971.089,51336.793
E01033581,"14","14",18.674,252407.777,252389.103,1217368.572,86954.898,48187.755,85940.9766676849,18.674,18.674,16208.054,162425.004,146216.95
E01034205,"5","5",8266.424,111710.501,103444.077,236764.604,47352.9208,32659.681,36787.2022238154,8266.424,8266.424,21753.876,62374.122,40620.246
